Datum,Teilnehmer,Thema,sheet_name,Ort
02.03.22,40,Politische Haft in der Türkei,,Bahnhofsvorplatz
02.03.22,50,Erinnern an die Opfer der Pandemie,,"Freitreppe, Rheinboulevard"
03.03.22,20,"Grundrechte, Freiheit",,"Leverkusen, Königsberger Platz"
03.03.22,2.000,Solidarität mit der Ukraine,,Heumarkt
03.03.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
04.03.22,100,Menschenleben vor Profite,,Wiener Platz
04.03.22,8,Frieden - Freiheit - Kein Krieg,,Zeppelinstraße/Schildergasse
04.03.22,5,Tierrechte,,Wallrafplatz
05.03.22,100,"Für Solidarität, Meinungsfreiheit und Demokratie - auch in der Pandemie",,St. Engelbert bis Naumannplatz
05.03.22,100,Nein zur Kamera-Überwachung in Kalk,,"Kalk Post, PP Köln"
05.03.22,25,Teilhabe von Jugendlichen,,Kalk Post
05.03.22,400,Nie wieder Krieg! Nie wieder Faschismus! Stoppt den Impfzwang! Schluss mit der Spaltung!,,Roncalliplatz
05.03.22,500,Protest gegen die Coronapolitik an den Schulen bundesweit,,"Neumarkt
Heumarkt"
05.03.22,150,Frieden in der Ukraine und überall,,Dellbrücker Hauptstraße 64
05.03.22,50,"Die Waffen müssen schweigen, überall!",,Chlodwigplatz
06.03.22,500,Demokratie in Europa,,Roncalliplatz
06.03.22,20,Solidarität mit den Opfern des Ukrainekrieges,,Lenauplatz
06.03.22,600,Köln gegen Rassismus an den ukrainischen Grenzen,,Wiener Platz
06.03.22,100,Gegen ihre Kriege,,Chlodwigplatz
07.03.22,5000,Köln ist solidarisch - Klare Kante zeigen für Demokratie,,"Alter Markt, Heumarkt, Rautenstrauch-Joest-Museum, Neumarkt, Rudolfplatz, Friesenplatz, Bahnhofsvorplatz"
07.03.22,20,Frauenstreik Café ,,Wiener Platz
07.03.22,20,Köln ist solidarisch,,Heumarkt
07.03.22,100,"Freiheit, Demokratie, Menschenrechte, freie Gesellschaft",,"Leverkusen, Friedrich-Ebert-Platz"
08.03.22,150,Internationaler Frauentag,,"Wiener Platz, Kalk Post"
08.03.22,1200,Warnstreik kommunale Kitas und soziale Arbeit,,Deutzer Werft bis Heumarkt
08.03.22,50,Versammlung im Rahmen der Tarifrunde TvöD,,Hans-Böckler-Platz
08.03.22,3000,"Feministischer Kampftag: Überlastet, Ungesehen, Un(ter)bezahlt",,Ebertplatz bis Alter Markt
08.03.22,10,Aufmerksam machen auf moderne Sklaverei insbesondere von Frauen anlässlich Weltfrauentag,,Chlodwigplatz
08.03.22,20,Weltfrauentag,,Alter Markt
08.03.22,15,Aufklärung zu frauenpolitischen Themen,,Alter Markt
08.03.22,50,Mahnwache zum feministischen Kampftag,,Roncalliplatz
08.03.22,15,Internationaler Frauentag,,Joseph-Stelzmann-Straße 9
08.03.22,280,Friedensdemo gegen den Krieg in der Ukraine,,-
08.03.22,30,Frieden für die Ukraine ,,Stellwerk 60
10.03.22,30,"Grundrechte, Freiheit",,Königsberger Platz
10.03.22,200,Friedensmarsch von Grundschülern,,"KGS Dellbrück, Urnenstraße"
10.03.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
11.03.22,300,Kundgebung ver.di: Entlastung/mehr Personal,,Kerpener Straße
11.03.22,10,Freiheit für Julian Assange,,Rudolfplatz
11.03.22,8,Frieden - Freiheit - Zusammenhalt,,Chlodwigplatz
12.03.22,20,Demokratie und Menschenrechte schützen! NEIN zum Muezzinruf!,,Bahnhofsvorplatz (lichtstele 3)
12.03.22,400,Nie wieder Krieg! Nie wieder Faschismus! Stoppt den Impfzwang! Schluss mit der Spaltung!,,Wiener Platz
12.03.22,20,Solidarität mit den palästinensischen Gefangenen,,Domplatte (Blau-Gold-Haus)
12.03.22,100,Frieden für die Ukraine - Frieden für die Welt,,Bahnhofstraße
12.03.22,150,Stimme erheben für Menschenrechtsverletzungen gegen Frauen in der Türkei,,Roncalliplatz
12.03.22,30,Gegen Folter und Misshandlung der politischen Gefangenen im Iran,,Alter Markt
12.03.22,12,Tierleid/Tierrechte/Veganismus,,Schildergasse/Zeppelinstr.
12.03.22,20,Corona Widerstand Köln 2022,,"Hauptstraße/Berger Straße, Hauptstraße/Bahnhofstraße, Karlstraße/Josefstraße, Hauptstraße/Mühlenstraße"
12.03.22,250,Frieden in der Ukraine und überall,,Dellbrücker Hauptstraße 64
12.03.22,1.000,Dieselprotest,,Messeparkplatz Nord
12.03.22,50,Leerstehende Häuser für Geflüchtete und Obdachlose öffnen!,,Berrenrather Straße/Friedrich-Engels-Straße
13.03.22,250,"Fahrraddemo, Sanierungsstau der Radwege entlang der Straßen von Straßen-NRW",,Maternusplatz
13.03.22,5000,Frieden für Europa! Solidarität mit der Ukraine jetzt!,,Roncalliplatz
14.03.22,50,Solidarität mit der Ukraine,,Vogelsanger Markt
14.03.22,50,Coronamaßnahmen kritisieren JA - Mit Nazis spazieren NEIN,,Heumarkt
14.03.22,100,"Freiheit, Demokratie, Menschenrechte, freie Gesellschaft",,"Leverkusen, Friedrich-Ebert-Platz bis Friedrich-Ebert-Platz"
16.03.22,50,Jahrestag Chemischer Angriff auf die Stadt Halace,,Breslauer Platz
17.03.22,10,Verkehrswende,,Günter-Wand-Platz
17.03.22,15,Schafft die Obdachlosigkeit ab,,Martinstraße/Bolzengasse
17.03.22,20,"Grundrechte, Freiheit",,Königsberger Platz
17.03.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
18.03.22,100,Internationaler Tag der Solidarität mit politischen Gefangenen,,"Bahnhofsvorplatz
Reichenspergerplatz"
19.03.22,200,Keine Schließung des Krankenhauses Holweide,,"Wochenmarkt Holweide
Krankenhaus Holweide"
19.03.22,30,"Tierrechte, Ernährung & Veganismus",,Blau-Gold-Haus
19.03.22,500,Wir sind der springende Punkt! Kinderrechte im Kontext der Landtagswahl NRW,,Bürgerpark Mülheim
19.03.22,300,Kurdisches Neujahrsfest Newroz,,"Rudolfplatz
Deutzer Werft"
19.03.22,10,Evangelium,,Bahnhofsvorplatz
19.03.22,300,Antikriegsbündnis,,Roncalliplatz
19.03.22,50,Unterstützung Arbeiterschaft im Iran und gefangene Arbeiter im Iran,,Alter Markt
19.03.22,40,Mahnwache für unsere Kinder - für Frieden und Klimagerechtigkeit,,Heumarkt
19.03.22,7,Ampeltaktion über Tierleid/Tierrechte/Veganismus,,Neumarkt
19.03.22,50,Gegen Spritabzocke und für eine bezahlbare Energie,,Domplatte (Blau-Gold-Haus)
20.03.22,1000,"Kidical Mass Köln, Anmahnen von sicherer Radinfrastruktur und Freiräumen für Kinder und Jugendliche",,Rudolfplatz bis Aachener Weiher
20.03.22,350,"Kidical Mass Köln, Anmahnen von sicherer Radinfrastruktur und Freiräumen für Kinder und Jugendliche",,Stadtgarten Kalk- Tunisstaße/Komödienstraße
20.03.22,300,"Kidical Mass Köln, Anmahnen von sicherer Radinfrastruktur und Freiräumen für Kinder und Jugendliche",,Neptunplatz-Rudolfplatz
20.03.22,50,"Kidical Mass Köln, Anmahnen von sicherer Radinfrastruktur und Freiräumen für Kinder und Jugendliche - Zubringer Weiden",,Oskar-Rehfeldt-Weg
20.03.22,200,Freiraum für Kunst und Kultur im Rathenauviertel. Anmahnen für Unterstützung von Kunst und Kultur,,Boisseréestraße
20.03.22,30,Nieder mit dem Krieg der Arbeiterfeinde,,Kalk Post
21.03.22,1850,"Menschenkette zum internationalen Tag gegen Rassismus für ein offenes Köln, für Vielfalt und Frieden",,Innenstadt
21.03.22,200,Internationaler Tag gegen Rassismus,,Heumarkt
23.03.22,10,Internationale Woche gegen Rassismus,,Heinrich-von-Stephan-Straße
23.03.22,,Friedensdemonstration Benefiz-Konzert mit Ansprachen für den Frieden - gegen den Krieg in der Ukraine,,Heumarkt
24.03.22,15,Schafft die Obdachlosigkeit ab,,Theo-Burauen-Platz
24.03.22,20,"Grundrechte, Freiheit",,Königsberger Platz
25.03.22,10000,Internationaler Kilmastreik,,Rheinpark
25.03.22,200,Klimastreik,,Friedrich-Ebert-Platz bis Rheinallee
25.03.22,10,Freiheit für Julian Assange,,Rudolfplatz
25.03.22,250,Fridays for Future,,Christine-Teusch-Platz
25.03.22,12,weniger.,,Neumarkt (nur Sammelfläche)
26.03.22,400,Wohnen für Menschen statt Profite,,"Chlodwigplatz
Heumarkt"
26.03.22,100,Solidarität mit Belarus und Ukraine: Stoppt Krieg! Keine Diktatur!,,"Neumarkt
Roncalliplatz"
26.03.22,100,Nowruz Fest - Frieden in der Welt,,"Roncalliplatz
Neumarkt"
26.03.22,200,Stoppt den Krieg! Freiden und Solidarität mit den Menschen in der Ukraine,,"Leverkusen, Friedrich-Ebert-Platz"
26.03.22,1.000,Frieden für Europa! Solidarität mit der Ukraine jetzt!,,Roncalliplatz
26.03.22,20,Liebe Demut Einigkeit,,Schildergasse (P&C)
26.03.22,200,Nie wieder Krieg! Nie wieder Faschismus! Stoppt den Impfzwang! Schluss mit der Spaltung!,,"Alter Markt
Aachener Weiher"
26.03.22,10,Tierleid/Tierrechte/Veganismus,,Schildergasse/Krebsgasse
27.03.22,60,27.03.1948 - Schwarzer Tag für Belutschistan,,Ottoplatz
28.03.22,200,"Schulplatzverlosung für weiterführende Schulen stoppen. Schulplätze schaffen.Transparent, fair und verantwortlich handeln.",,Alter Markt
28.03.22,3,Christliche Evangelisation,,Wiener Platz
28.03.22,50,Coronamaßnahmen kritisieren JA - Mit Nazis spazieren NEIN,,Heumarkt
28.03.22,100,Protest gegen das Gerichtsurteil Lützerath,,Chlodwigplatz
29.03.22,1500,"Tarifverhandlungen kommunale Kitas, soziale Arbeit",,Chlodwigplatz-Heumarkt
29.03.22,100,Veranstaltung im Rahmen der Tarifrunde TVöD,,Hans-Böckler-Platz
29.03.22,50,Zukunft friedlich un gerecht gestalten,,Pariser Platz
31.03.22,50,Maßnahmen der Stadt Köln im Hinblick auf den 2019 ausgerufenen Klimanotstand,,Alter Markt
31.03.22,100,Trans day of visibiliry 2022,,"Heumarkt
Chlodwigplatz"
31.03.22,20,"Grundrechte, Freiheit",,Königsberger Platz bis Königsberger Platz
31.03.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
01.04.22,20,Solidarität mit Palästina,,Domplatte (Römerbogen)
01.04.22,20,Asyl für Kriegsverweigerer aus der Ukraine und Russland,,Domplatte (Domforum)
02.04.22,120,Freiheit für politische Gefangene im Iran und Solidarität mit Regimekritikern,,Roncalliplatz
02.04.22,500,"Kidical Mass, Anmahnen von sicherer Radinfrastruktur und Freiräumen für Kinder und Jugendliche",,Stadtgarten Kalk bis Ottmar-Pohl-Platz
02.04.22,80,"Gemeinsam überparteilich für unsere Grundrechte, Menschenrechte und freiheit! Leverkusen sagt Nein zu den unverhältnismäßigen Corona-Zwangsmaßnahmen und zum Ausschluss von zigtausend gesunden Ungeimpften aus dem öfentlichen Leben sowie zur Impfpflicht",,"Leverkusen, Fußgängerzone"
02.04.22,15,"Tierrechte, Ernährung & Veganismus",,Domplatte (Blau-Gold-Haus)
02.04.22,40,Gegen Teuerungen und Aufrüstung,,Kalk Post
02.04.22,30,Friedenskundgebung zum Krieg in der Ukraine,,Herrmannsplätzchen
02.04.22,100,Freiheit für Herrn Öcalan,,Heumarkt
02.04.22,18,Wohnungen für Obdachlose und Geflüchtete,,Berrenrather Straße/Friedrich-Engels-Straße
02.04.22,12,Tierleid/Tierrechte/Veganismus,,Rudolfplatz
03.04.22,10,Verkündigung des Evangeliums,,Domplatte (Blau-Gold-Haus)
03.04.22,35,Jesus liebt dich,,Domplatte (Römerbogen)
03.04.22,45,Grund- und Menschenrechte auch in Krisenzeiten,,Heumarkt
03.04.22,8,Für Grundrechte und Rechtsstaat,,Konrad-Adenauer-Ufer 80
04.04.22,10,Übergewinne der Mineralölkonzerne,,Godorfer Hauptstraße 150
04.04.22,20,Schnellere Verkehrswende in Köln - Bau einer neuen Stadtbahnlinie auf der Universitätsstraße,,Albertus-Magnus-Platz
05.04.22,3,Illegaler Welpenhandel,,"Luxemburger Straße 101, Landgericht Köln"
06.04.22,10,Nein zum Krieg,,Aussichtspunkt Hohenzollernbrücke
06.04.22,30,Politische Haft in der Türkei,,Bahnhofsvorplatz
06.04.22,250,Danke dass wir gemeinsam die Pandemie überstanden haben,,"Chlodwigplatz
Theodor-Heuss-Park"
06.04.22,50,Coronamaßnahmen kritisieren JA - Mit Nazis spazieren NEIN,,Chlodwigplatz
07.04.22,15,"Grundrechte, Freiheit",,"Leverkusen, Königsberger Platz "
07.04.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
08.04.22,200,"Kidical Mass; Fahrradbus, Anmahnen von sicherer Radinfrastruktur für Schüler*innen",,Christine-Teusch-Platz bis Christine-Teusch-Platz
08.04.22,1.000,Frieden für Europa! Solidarität mit der Ukraine jetzt!,,"Heumarkt
Roncalliplatz"
08.04.22,5,Das Millionengrab des Erzbistums - Finanzskandal,,Marzellenstraße (Generalvikariat)
09.04.22,7,Freiheit - Religion,,Domplatte (Blau-Gold-Haus)
09.04.22,10,Tierrechte,,Hohe Straße/Am Hof
09.04.22,50,Diskussion zu Gestaltungsmöglichkeiten des innerstädtischen Raumes am konkreten Beispiel Heumarkt,,Heumarkt
09.04.22,30,Christliche Werte in Politik und Gesellschaft,,in Kooperation
09.04.22,18,Wohnungen für Obdachlose und Geflüchtete,,Berrenrather Straße/Friedrich-Engels-Straße
10.04.22,45,Gegen die korrupte und gescheiterte Regieung Sri Lankas,,Alter Markt
11.04.22,10,"Freiheit für Julian Assange, Sondermahnwache",,Domplatte (Blau-Gold-Haus)
11.04.22,10,Züge statt Flüge - gegen Kurzstreckenflüge,,"Flughafen Köln/Bonn, Foyer"
11.04.22,4,Christliche Evangelisation,,Wiener Platz
12.04.22,150,"Demontration für Frieden, Zusammenhalt und Freiheit.",,Neptunplatz
13.04.22,20,Mitgefühl zu Ostern,,Bahnhofsvorplatz
13.04.22,250,Danke dass wir gemeinsam die Pandemie überstanden haben,,"Severinskirchplatz
Heumarkt
Theodor-Heuss-Park"
13.04.22,20,Nein zum Krieg,,Domplatte (Römerbogen)
13.04.22,50,Coronamaßnahmen kritisieren JA - Mit Nazis spazieren NEIN,,Chlodwigplatz
14.04.22,30,"Tierrechte, Veganismus",,Domplatte (Blau-Gold-Haus)
14.04.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
16.04.22,400,"Ostermarsch ""Eskalationsspirale durchbrechen!""",,"Apellhofplatz, Roncalliplatz "
16.04.22,40,"Als Klasse gemeinsam kämpfen gegen Krieg, Krise und Kapitalismus",,"Kalk Kapelle
Kalk Markt"
16.04.22,12,Tierleid/Tierrechte/Veganismus,,Schildergasse/Krebsgasse
16.04.22,100,Putin in 2 prison - Demonstration für die Ukraine,,Domplatte (Blau-Gold-Haus)
16.04.22,18,Wohnungen für Obdachlose und Geflüchtete,,Ecke Berrenrather Str./Friedrich-Engels-Str.
16.04.22,10,Für Zivilstaat und gegen das repressive Verhalten des algerischen Systems,,Heumarkt
17.04.22,200,"Demo und Kundgebung für diejenigen, die im Kampf gegen den Faschismus in der Türkei gestorben sind",,Hans-Böckler-Platz   Bürgerzentrum Ehrenfeld
18.04.22,180,Ostern ein Fest der Freude? Ostern und Jesus Christus? Was hat Ostern mit uns heute zu tun?,,Roncalliplatz
20.04.22,50,420-GMM Global Marihuana March 2022,,Roncalliplatz
20.04.22,10,Freiheit für Juian Assange,,Rudolfplatz
21.04.22,12,Kundgebung zur Förderung christlicher Werte,,Schildergasse (Antoniterkirche)
21.04.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
22.04.22,10,Menschenrechtsverletzungen in Xinjiang gegen die Uiguren,,Domplatte
22.04.22,50,Gegen Femizide und patriarchale Gewalt,,"Wiener Platz
Elisabeth-Breuer-Platz"
23.04.22,18,Wohnungen für Obdachlose und Geflüchtete,,Berrenrather Straße/Friedrich-Engels-Straße
24.04.22,75,Dieser Schmerz betrifft uns alle,,Heinrich-Böll-Platz
24.04.22,15,"Tierrechte, Ernährung & Veganismus",,Domplatte (Blau-Gold-Haus)
24.04.22,50,Mahnwache für Zeynep- Opfer des Femizides in Köln Nippes,,Mauenheimer Str. 139
24.04.22,50,Für eine militärische Intervention in der Ukraine gegen Russland. Gegen die SPD und Olaf Scholz.,,Alter Markt
25.04.22,20,Don't forget Afghanistan,,Bahnhofsvorplatz
25.04.22,20,Mobilisierung 1. Mai,,Alphons-Silbermann-Weg (vor Mensa.Eingang)
25.04.22,4,Christliche Evangelisation,,Wiener Platz
25.04.22,100,"Türkei hat eine militärische Invasion in Kurdistan begonnen, dabei wird Giftgas eingesetzt",,Domplatte (Römerbogen)
26.04.22,8,Aktion zur Abhängigkeit von Atomindustrie und Atomwaffen,,Kalk Post
26.04.22,50,Wählen für Alle - doppelte Staatsbürgerschaft,,Alter Markt
27.04.22,20,Mobilisierung 1. Mai,,Bürgerpark Kalk
28.04.22,4.000,"Tarifverhandlungen kommunale Kitas, soziale Arbeit",,"Hans-Böckler-Platz
Ottoplatz
Heumarkt"
28.04.22,30,Gegen die RWE Hauptversammlung,,Rudolfplatz
28.04.22,10,Verkehrswende,,Theo-Burauen-Platz
28.04.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
29.04.22,30,Baustelle Bildung,,Chlodwigplatz
29.04.22,25,Park(ing) Day,,Berliner Straße 33-37
29.04.22,500,Informations- und Diskussionversanstaltung zur geplanten Sperrung der Neusser Strasse zwischen Balthasarstrasse und Neusser Wall,,Neusser Platz/Roeckerathplatz
29.04.22,150,FFF- Demonstration zur Aktionärsversammlung des BAYER-Konzerns,,Friedrich-Ebert-Platz - Kaiser-Wilhem-Allee
29.04.22,150,Protest gegen die BAYER-Hautpversammlung,,Kaiser-Wilhelm-Allee 3
29.04.22,100,Weltfrieden,,Roncalliplatz
30.04.22,50,Pflegenotstand,,Domplatte (Römerbogen)
30.04.22,700,Nein zur Pflegekammer NRW,,"Roncalliplatzl, Marien-Hospital, Ebertplatz"
30.04.22,30,Bürgerinnenversammlung,,Friesenplatz
30.04.22,20,Die Liebe und die Freiheit,,Rudolfplatz
30.04.22,25,EU-Handelspolitik: CETA-Abkommen mit Kanada,,Heumarkt
30.04.22,50,Das System zum Tanzen bringen,,Leverkusen Quartiersplatz
30.04.22,12,Evangelium verbreiten,,Domplatte (Blau-Gold-Haus)
30.04.22,300,Wahlrecht und politische Patizipation für Menschen ohne deutsche Staatsbürgerschaft,,Roncalliplatz
30.04.22,18,Wohnungen für Obdachlose und Geflüchtete,,Ecke Berrenrather Str./Friedrich-Engels-Str.
30.04.22,200,Bäumfällungen am Venloer Wall verhindern und Alternativstandorte für Interimsschulbau prüfen,,Innerer Grüngürtel (zwischen Venloer und Subbelrather) bis Schmalbeinstraße - Innere Kanalstraße
30.04.22,40,Platz für Sorge,,Sudermannplatz
01.05.22,250,Es lebe der revolutionäre 1. Mai,,"Hans-Böckler-Platz, Heumarkt"
01.05.22,6.000,Maiveranstaltung der Kölner Gewerkschaften,,Hans-Böckler-Platz                         Heumarkt
01.05.22,500,Demokratie in Europa,,Roncalliplatz
01.05.22,150,Tag der Arbeit,,"Wiener Platz
Kalk Post"
02.05.22,30,"Corona-Maßnahmen kritisieren JA, mit Nazis spazieren NEIN",,Hohenzollernring/Ecke Ehrenstraße
02.05.22,4,Christliche Evangelisation,,Wiener Platz
04.05.22,200,Pflegestreik,,Ebertplatz
04.05.22,50,Politische Haft in der Türkei,,Bahnhofsvorplatz
04.05.22,600,"Tarifbewegung Entlastung, Demo zur Urabstimmung",, Albertus-Magnus-Platz
04.05.22,50,Solidarität mit allen Opfern rassistischer Polizeigewalt,,Wiener Platz
05.05.22,200,Demonstration für Bildung und Leseförderung,,RheinEnergie-Stadion - Jakob-Zündorf-Straße
05.05.22,75,Branchenstreiktag Behindertenhilfe,,Ottoplatz
05.05.22,10,Verkehrswende,,Theo-Burauen-Platz
05.05.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
05.05.22,50,Real Schließung Köln Porz,,in Kooperation
06.05.22,100,Mehr Spiel- und Freiflächen für Kinder und Jugendliche im Stadtteil Kalk,,Sieversstraße Kalk
06.05.22,400,Fahr)Raddemo für bessere Radwege und gegen neue Autobahnbrücken im Kölner Süden,,Chlodwigplatz - Maternusplatz
06.05.22,10,Freiheit für Julian Assange,,Rudolfplatz
06.05.22,200,Protest gegen die aktuelle Klimapolitik der Landesregierung,,Alter Markt
06.05.22,200,Schulstraße: Anmahnen von sicheren Schulwegen und Freiräumen für Kinder und Jugendliche,,Lindenbornstraße
06.05.22,20,Stoppt den Krieg,,Schildergasse (P&C)
07.05.22,200,GMM Global Marihuana March 2022,,Heumarkt
07.05.22,90,Worldwide Day of Genital Autonomy - Für das Recht auf genitale Selbstbestimmung aller Kinder ,,Luxemburger Straße - Alter Markt
07.05.22,30,Stoppt den Krieg!  ,,Kalk Post
07.05.22,2.000,Politische Versammlung Die Grünen,,Heumarkt
07.05.22,50,Gegen Hinrichtungen der politischen Gefangenen im Iran,,Bahnhofsvorplatz
07.05.22,300,Keine Unterzeichnung des WHO-Pandemievertrags,,Roncalliplatz
07.05.22,50,Solidarität an die Kriegsflüchtlinge aus der Ukraine,,Breslauer Platz
07.05.22,35,Coronamaßnahmen kritisieren JA - Mit Nazis spazieren NEIN,,Alter Markt
07.05.22,10,Tierrechte,,Hanns-Hartmann-Platz
07.05.22,50,Prottesttag der Aktion Mensch,,"Domplatte, Alter Markt, Schildergasse/Gürzenichstraße"
07.05.22,18,Wohnungen für Obdachlose und Geflüchtete,,Berrenrather Straße/Friedrich-Engels-Straße
07.05.22,10,Straftatsamstag -  Begrenzung der kriminellen Kalker Machenschaften auf den Samstag Nachmittag,,Kalk Kapelle
08.05.22,1.000,Erinnerung an die Opfer des Krieges,,"Fühlinger See P2
Gremberger Wäldchen"
08.05.22,150,Gedenktag der Opfer des 2. Weltkriegs,,"Friedhof Kalk
Westfriedhof"
08.05.22,10.000,Frieden für Europa! Solidarität mit der Ukraine jetzt!,,"Deutzer Werft
Heumarkt"
08.05.22,30,Mahnwache gegen Russophobie in Deutschland vor dem Leverkusener Rathaus - für Frieden mit Russland und gegen die neuerliche Spaltung unserer Gesellschaft,,"Leverkusen, Friedrich-Ebert-Platz 1 (vor Rathaus)"
08.05.22,2000,Energieembargo für den Frieden,,Roncalliplatz
08.05.22,200,Muttertag für Mutter Erde,,"Wiener Platz
Kalk Kapelle"
08.05.22,50,"Nie wieder Faschismus, nie wieder Krieg",,Hansaplatz
08.05.22,200,"Frieden und Freiheit in der Ukraine - Mahnwache und Kundgebung gegen die Demonstration ""Frieden in Russland"" von Aufbruch Leverkusen",,"Wiesdorfer Platz, Leverkusen"
08.05.22,350,blau-gelbe Lichterkette für die Ukraine,,Deutzer Brücke
08.05.22,15,8. Mai. Tag der Befreiung,,Schildergasse/Zeppelinstr.
09.05.22,500,Demonstration zum Europatag - für Frieden und Zusammenhalt in Europa,,"Rudolfplatz
Ebertplatz"
09.05.22,1500,"Streik kommunale Kitas, soziale Arbeit, Behindertenhilfe",,Mediapark bis Alter Markt
09.05.22,30,"Corona-Maßnahmen kritisieren JA, mit Nazis spazieren NEIN",,Hohenzollernring/Ecke Ehrenstraße
10.05.22,1500,"Tarifverhandlungen kommunale Kitas, soziale Arbeit, Behindertenhilfe",,Hans-Böckler-Platz                       Alter Markt
10.05.22,300,Streiktag der Uniklinik Köln,,Joseph-Stelzmann-Straße            Lutherkirche
11.05.22,20,Raumsituation an der Pestalozzischule / Diskriminierung der Kinder mit Behinderun,,Alter Markt
12.05.22,50,Tag der Pflegenden,,Heumarkt
12.05.22,18,Wohnraum für alle,,Theo-Burauen-Platz
12.05.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
13.05.22,1500,Wahlkampfkundgebung SPD,,Roncalliplatz
13.05.22,2.000,Politische Versammlung Die Grünen,,Heumarkt
13.05.22,5,Aktion gegen Union Busting,,Kalker Hauptstraße 145
13.05.22,30,Freie Betriebsratswahlen bei Aldi,,"Aldi Severinskirchplatz Severinstraße 33 (V1), Aldi Sülzburgstraße 44-46 (V2)"
13.05.22,20,Keine Stimme für Faschisten,,Neusser Platz
13.05.22,100,Das ist unser Haus - gegen den Polzeiangriff auf das AZ Köln,,"Luxemburger Straße 93
Friesenplatz"
14.05.22,1000,"Kidical Mass Köln, Anmahnen von sicherer Radinfrastruktur und Freiräumen für Kinder und Jugendliche",,Rudolfplatz bis Venloerstraße (Park am Bürgerzentrum)
14.05.22,400,Wahlkampfkundgebung FDP,,Heumarkt
14.05.22,150,Lernfabriken…Meutern! Für ein besseres und gerechteres Bildungssystem,,"Albertus-Magnus-Platz, Hans-Böckler-Platz"
14.05.22,150,Wir wählen die Straße,,"Ebertplatz
Schönsteinstraße"
14.05.22,200,Politische Versammlung Die Grünen,,Neptunplatz
14.05.22,70,"Freude, Friede, Hoffnung, Liebe",,Domplatte (Blau-Gold-Haus)
14.05.22,50,"Kidical Mass Köln, Anmahnen von sicherer Radinfrastruktur und Freiräumen für Kinder und Jugendliche",,Oscar-Rehfeldt-Weg bis Aachener Weiher
14.05.22,400,"Kidical Mass Köln, Anmahnen von sicherer Radinfrastruktur und Freiräumen für Kinder und Jugendliche",,Stadtgarten Kalk                    Ottoplatz                        Aachener Weiher
14.05.22,250,"Kidical Mass Köln, Anmahnen von sicherer Radinfrastruktur und Freiräumen für Kinder und Jugendliche",,Schillplatz                                  Neusser Platz
14.05.22,450,"Kidical Mass Köln, Anmahnen von sicherer Radinfrastruktur und Freiräumen für Kinder und Jugendliche",,Neptunplatz
14.05.22,150,"Kidical Mass Köln, Anmahnen von sicherer Radinfrastruktur und Freiräumen für Kinder und Jugendliche",,Wiener Platz (Kundenzentrum)
14.05.22,80,"Kidical Mass Köln, Anmahnen von sicherer Radinfrastruktur und Freiräumen für Kinder und Jugendliche",,Auerbachplatz
14.05.22,40,Unterstützung der politischen Gefangenen im Iran,,Domplatte (Blau-Gold-Haus)
14.05.22,18,Wohnungen für Obdachlose und Geflüchtete,,Berrenrather Straße/Friedrich-Engels-Straße
14.05.22,30,"Demokraten sehen wir gern, Schwurbler und Nazis halten wir fern",,Venloer Str./Klarastraße
14.05.22,40,Mehr Futur II wagen: für eine vollendete Zukunft,,nur Aufzug
15.05.22,50,Solidarität mit der Ukraine,,Chlodwigplatz
15.05.22,40,Bidlerausstellung um den Opfern der Bürgerkrieges in Sri Lanka zu gedenken bzw zu erinnern,,Domplatte
15.05.22,300,Demo für Palästina,,Roncalliplatz
15.05.22,90,Gegen die Schließung der Melanchton Kita in Zollstock,,Breniger Straße 18
16.05.22,70,Gedenkveranstaltung anlässlich der ersten Deportation von Sinti und Roma von Köln nach Polen,,Gedenktafel Messegelände/Rheinufer
16.05.22,50,Sinti und Roma in Köln Mahn- und Gedenkkundgebung,,Gedenktafel Bahnbrücke der HGK Venloer STr./Math.-Brüggen-Str.
16.05.22,200,Baumfällungen am Venloer Wall verhindern und Alternativstandorte für Interimsschulbau prüfen,,Theo-Burauen-Platz
16.05.22,15,Public Climate School der Students for Future ,,Akademische Lustwiese (Mensa Zülpi)
16.05.22,25,Nein zum Krieg,,Wiener Platz
17.05.22,200,IDAHOBIT,,Roncalliplatz
19.05.22,30,Maßnahmen der Stadt Köln im Hinblick auf den 2019 ausgerufenen Klimanotstand,,Theo-Burauen-Platz
19.05.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
20.05.22,12,Tierversuche,,Domplatte (Blau-Gold-Haus)
