Datum,Teilnehmer,Thema,sheet_name,Ort
"06.10.2018
07.10.2018",500,Schwitzen gegen den Klimawandel - wegen Abholzungen und Umweltzerstörung im Hambacher Forst durch RWE,Table 1,"Köln (Venloerstraße bis zur
Stadtgrenze) - dann weiter nach Pulheim
hier ist KPB Rhein-Erft zuständig"
2018-10-01 00:00:00,30 - 100,Keine Abschiebungen in den Tod!,Table 1,Bahnhofsvorplatz
2018-10-07 00:00:00,700,Erhalt vom AZ und Bauwagenplatz,Table 1,"Luxemburgerstraße
Zülpicher Platz"
2018-10-05 00:00:00,30,"Prekäre Beschäftigung im Bildungssektor:
Kundgebung zum Weltlehrerinnentag",Table 1,Wallrafplatz
"05.10.2018
06.10.2018",10,"50 Jahre Arbeiterbund für den Wiederaufbau
der KPD",Table 1,"Eitorfer Straße
Lilienthalstraße"
2018-10-06 00:00:00,150,Gegen Holzkohleabbau Hambacher Forst,Table 1,Köln-Porz (Hermannstraße)
2018-10-09 00:00:00,55,Müll - unser Umgang mit Müll,Table 1,Köln-Sülz (Auerbachplatz)
2018-10-12 00:00:00,50,Naturschutz&Klimawandel,Table 1,Breslauer Platz
2018-10-13 00:00:00,"1000 -
2000",Gegen Nationalismus für ein geeintes Europa,Table 1,Roncalliplatz
2018-10-26 00:00:00,150,Für den Erhalt des Hambacher Forsts,Table 1,Stüttgenweg
2018-10-06 00:00:00,20 - 30,Recht auf Stadt,Table 1,Rathenauplatz
"08.10.2018
09.10.2018
10.10.2018
11.10.2018",20 - 50,Tierfreunde für den Erhalt von Lebensräumen,Table 1,Hans-Meyer-Weg - Venloerstraße
2018-11-17 00:00:00,380,"Für den Erhalt der KGS Gezelin-Schule
Gegen große Schulen in Schlebusch",Table 1,Leverkusen
2018-11-14 00:00:00,1000,#WIRSINDHIER - Wir im Revier,Table 1,Bahnhofsvorplatz
2018-11-09 00:00:00,300,"Gedenktag am 09.11.2018 zur sog. Reichs-
pogromnacht",Table 1,Platz der Synaoge - Leverkusen
2018-10-28 00:00:00,10-20,Heimat und Weltfrieden,Table 1,Bahnhofsvorplatz
2018-12-08 00:00:00,100,Tag der Menschenrechte,Table 1,Bahnhofsvorplatz
2018-10-14 00:00:00,500,"Endspurt für den Kohleausstieg: Hambi bleibt!
Energie- und Verkehrswende jetzt!",Table 1,Heumarkt
2018-10-13 00:00:00,10,UN - Migrationspakt,Table 1,Bahnhofsvorplatz
2018-11-24 00:00:00,100,Demo für mehr Optimismus,Table 1,Domplatte
2018-10-24 00:00:00,10000,"Revierfahrt ""Kommission Wachstum-Struktur
und Beschäftigung""",Table 1,"Börsenplatz/Edith-Stein-
Denkmal"
2018-11-25 00:00:00,70,Tag gegen die Gewalt gegen Frauen,Table 1,Wallrafplatz
2018-10-11 00:00:00,20,Cube of Truth,Table 1,DuMont Carré
"12.10.2018
13.10.2018",20,50 Jahre Arbeiterbund für den Wiederaufbau der KPD,Table 1,"Freitag: Henry-Ford-Str., Eitorfer Str., Henry-Ford-Str., Kalker Hauptstr.
Samstag: Kalker Hauptstr.,
Bezirksrathaus, Fuldaer Str."
2018-10-20 00:00:00,30-50,Solidarität mit iranischer Bevölkerung,Table 1,Bahnhofsvorplatz
2018-10-20 00:00:00,100,Menschenhandel und Zwangsprostitution,Table 1,Alter Markt
2018-10-27 00:00:00,20-40,Bewegung 24-0/Kunst und Kultur fürs Leben,Table 1,Domplatte (Blau-Gold-Haus)
2018-10-27 00:00:00,20,"Demonstartion für christliche Werte in der
Gesellschaft",Table 1,Weltjugendtagsweg
2018-10-15 00:00:00,75-150,"Nicht mit uns!? Auseinandersetzung Energie-
politik",Table 1,Stüttgenweg
2018-10-27 00:00:00,3000-5000,"Fahren für das Leben-
Motorradkorso",Table 1,Militärring (Beginn)
2018-10-13 00:00:00,10-15,Frieden ist möglich - auch in Palästina,Table 1,Chlodwigplatz
2018-10-18 00:00:00,20-40,"Katholische Kirche lässt in Berlin Wohnraum
verrotten",Table 1,"Mevissenstraße 144
Kardinal-Frings-Straße"
2018-10-13 00:00:00,10-50,Gegen jeden Antisemitismus!,Table 1,Chlodwigplatz
2018-11-02 00:00:00,15-40,Cube of Truth,Table 1,Eingang Messe Deutz
2018-10-31 00:00:00,10-20,"Tiere allgemein im Zoo / Halloween im Kölner
Zoo",Table 1,"Parklplatz Riehler Gürtel 2
Eingang Zoo"
2018-10-28 00:00:00,10-20,Ponyreiten ist Tierquälerei,Table 1,Parkplatz Lindenthaler Tierpark
2018-11-02 00:00:00,50-250,Abrüsten statt Aufrüsten,Table 1,Bahnhofsvorplatz
"20.10.2018
27.10.2018
03.11.2018
10.11.2018",100,Samstags-Mütter und das Verschwinden von politischen Gefangenen,Table 1,Bahnhofsvorplatz
2018-10-19 00:00:00,70,Naturschutz und Klimaschutz,Table 1,Rudolfplatz
2018-11-03 00:00:00,50-250,Abrüsten statt Aufrüsten,Table 1,Wallrafplatz
2018-10-18 00:00:00,15,Frieden und Abrüstung,Table 1,Schildergasse/Zeppelinstraße
2018-10-20 00:00:00,40,Für Demokratie in Brasilien/Gegen Faschismus,Table 1,Domplatte (Blau-Gold-Haus)
"26.10.2018
02.11.2018
09.11.2018
16.11.2018
23.11.2018",100,Naturschutz und Klimaschutz,Table 1,Rudolfplatz (West) Domplatte (Termin 4+5) Römerbogen
2018-10-20 00:00:00,100 - 200,"Protest gegen islamistischen Terror und
völkischen Faschismus und Islamhass",Table 1,Breslauer Platz
2018-10-16 00:00:00,120,Gegen Terror in Deutschland,Table 1,Breslauer Platz
2018-10-27 00:00:00,150,jährlicher Trauermarsch,Table 1,Köln-Mülheim
2018-10-16 00:00:00,k.A.,"Gegen den Missbrauch von Gewalttaten durch
Rechtsextremismus",Table 1,"Ebertplatz
Breslauer Platz"
2018-10-18 00:00:00,15 - 40,"Tierrechte, Umweltschutz, Gesundheit",Table 1,Köln-Ehrenfeld (Venloer Straße)
2018-11-19 00:00:00,30,"Projektion antisemitischer Vorfälle im Rahmen
der Aktionswochen gegen Antisemistismus",Table 1,Schildergasse (Antoniterkirche)
2018-10-27 00:00:00,30-60,Iran,Table 1,Bahnhofsvorplatz
2018-10-25 00:00:00,20-40,"Tarifrunde im Gebäudereinigerhandwerk
Weihnachtsgeld für Reinigungskräfte",Table 1,Leverkusen
2018-10-23 00:00:00,100-120,"Freiheit für Abdullah Öcalan
Gegen Isolation und Folter",Table 1,"Bahnhofsvorplatz
Heumarkt"
2018-10-27 00:00:00,3,Ost-West-Achse/Hambacher Forst,Table 1,Ebertplatz
2018-11-24 00:00:00,10-14,Pelz,Table 1,Schildergasse (Brunnen)
2018-10-25 00:00:00,15-40,Cube of Truth,Table 1,Chlodwigplatz
2018-10-27 00:00:00,40,"Keine Ost-West-U-Bahn - stattdessen Ausbau
des öffentlichen Verkehrs in ganz Köln",Table 1,Alter Markt
2018-11-09 00:00:00,10,120 Dezibel,Table 1,Domplatte (Blau-Gold-Haus)
2018-10-27 00:00:00,20-30,ÖPNV Ost-West-U-Bahn,Table 1,Wiener Platz
2018-11-03 00:00:00,20,Gegen Ehrenmord im Iran und Irak,Table 1,Domplatte (Blau-Gold-Haus)
2018-11-17 00:00:00,50,"5 vor 12 für den Klimaschutz:
zusammentrommeln für den Kohleausstieg",Table 1,"Parkplatz St. Georg Kirche
Chglodwigplatz"
2018-11-12 00:00:00,30-100,Protest gegen Sammelabschiebungen,Table 1,Bahnhofsvorplatz
2018-11-03 00:00:00,7,UN - Migrationspakt,Table 1,Domplatte (Blau-Gold-Haus)
2018-11-24 00:00:00,10-20,Heimat und Weltfrieden,Table 1,Bahnhofsvorplatz
2018-11-01 00:00:00,15-40,Cube of Truth,Table 1,Eingang Deutzer Kirmes
2018-11-02 00:00:00,10,"50 Jahre Arbeiterbund für den Wiederaufbau
der KPD",Table 1,"Eitorfer Straße 16-20
Kalker Hauptstr./Trimbornstr."
2018-11-03 00:00:00,100,Korruption bei Präsidentschaftswahl in Kamerun,Table 1,"Bahnhof Deutz
Breslauer Platz"
2018-11-10 00:00:00,500,#BühneFreiFürDieEuropäischeRepublik,Table 1,Offenbachplatz
2018-11-22 00:00:00,50-70,"Leverkusen bricht das Schweigen -
keine Gewalt gegen Frauen!",Table 1,"Berliner Platz 3 Leverkusen
Karlstraße 9a Leverkusen"
2018-11-04 00:00:00,300,Für den Frieden in Europa,Table 1,Neumarkt
2018-11-04 00:00:00,6-10,Für Freiheit der politischen Gefangenen im Iran,Table 1,Domplatte (Römerbogen)
2018-11-04 00:00:00,200,Gegen Rassisten im Schafspelz,Table 1,Neumarkt
2018-10-31 00:00:00,80-100,Türkei greift Rojava an,Table 1,Bahnhofsvorplatz
2018-11-01 00:00:00,100,Terrorstaat Türkei greift Nordsyrien an,Table 1,Bahnhofsvorplatz
2018-11-05 00:00:00,5 - 10,"Einreichung einer Beschwerde bei der DEG zu
einer Agrarinvestition im Kongo",Table 1,Köln (Kämmergasse 22)
2018-11-04 00:00:00,15 - 30,"Tag der Tote, traditioneller mexikanischer Totentag",Table 1,"Köln-Ehrenfeld
(Edelweißpiratendenkmal - Allerweltshaus)"
2018-11-03 00:00:00,250 - 300,Türkei greift Kobani an,Table 1,"Roncalliplatz -
Unter Käster"
2018-11-24 00:00:00,100,"Verschärfung der Polizeigesetze -
Polizeigesetz NRW",Table 1,"Eigelsteintor
Breslauer Platz"
2018-12-08 00:00:00,6,Menschenrechtsverteidigerinnen weltweit,Table 1,Severinskirchplatz
2018-11-10 00:00:00,15,UN - Migrationspakt,Table 1,Wallrafplatz
2018-12-01 00:00:00,50,"Lichtergang zum Gedenken anlässlich Welt-
Aids-Tag",Table 1,-
"07.11.2018
14.11.2018
21.11.2018
28.11.2018
05.12.2018
12.12.2018",10-20,Freiheit für Adil und alle inhaftierten JournalistInnen in der Türkei,Table 1,Wallrafplatz
2018-11-09 00:00:00,160,"Streikveranstaltung im Rhmen der Tarifrunde
Speditionen und Logistik NRW",Table 1,Hans-Böckler-Platz
2018-11-24 00:00:00,20,Mahnwache gegen Glyphosat,Table 1,"Leverkusen, vor Bayerwerk"
2018-11-24 00:00:00,10-20,Pelz ist Tierquälerei,Table 1,Hahnenstr. 27
2018-11-17 00:00:00,4-10,Oben bleiben - Ost-West-Bahn,Table 1,Wiener Platz
2018-11-09 00:00:00,5,Gedenken an Reichskristallnachtpogrome,Table 1,Bahnhof Ehrenfeld
2018-11-08 00:00:00,15 - 40,"Tierrechte, Umweltschutz, Gesundheit",Table 1,Rudolfplatz
2018-11-25 00:00:00,100,Frauen gegen Gewalt,Table 1,Domplatte (am Blau-Gold-Haus)
2018-11-10 00:00:00,150 - 200,"Schluss mit den Isolations- und Haftbedingungen
des Herrn Abdullah Öcalan",Table 1,"Bahnhofsvorplatz
Heumarkt"
2018-11-10 00:00:00,200,Gesundheit von Abdullah Öcalan,Table 1,Roncalliplatz
2018-11-18 00:00:00,5-10,"Netta Barzilai:
Kulturbotschafterin für Besatzung und Vertreibung",Table 1,Bartholomäus-Schink-Str. 66/67
2018-12-08 00:00:00,5-30,"Protest gegen Folter, Mord und illegale Organentnahme an Falun Gong Praktizierenden in China, bzgl. ""Tag der Menschenrechte""",Table 1,Domplatte (Römerbogen)
2018-11-24 00:00:00,20,"Demonstartion für christliche Werte in der
Gesellschaft",Table 1,Weltjugendtagsweg
2018-11-24 00:00:00,200,Stoppt die Massenmigration nach Deutschland - Nein zum UN-Migrationspakt,Table 1,Leverkusen
2018-12-20 00:00:00,100,Keine städtischen Räume für die AfD,Table 1,Cäcilienstraße 29-33
2018-11-19 00:00:00,15-40,Cube of Truth,Table 1,Domplatte
2018-12-15 00:00:00,25,Stoppt Braunkohle in Köln-Merkenich,Table 1,Chlodwigplatz
2018-11-24 00:00:00,15,UN - Migrationspakt,Table 1,Wallrafplatz
2018-12-01 00:00:00,150,Korruption und Völkermord in Kamerun,Table 1,Breslauer Platz
2018-11-15 00:00:00,15-40,Cube of Truth,Table 1,Bahnhof
2018-11-17 00:00:00,70,Lebensbedingungen in Afghanistan,Table 1,Bahnhofsvorplatz
2018-12-08 00:00:00,10,"Orca-Shows - Angebote von TUI sollen
abgschaftt werden",Table 1,Dürener Straße 177
2018-12-09 00:00:00,1000,Zusammen hier für unser Revier,Table 1,Deutzer Werft
2018-12-01 00:00:00,10-20,Pelz ist Tierquälerei,Table 1,Hahnenstr. 27
2018-11-23 00:00:00,12-16,"Ressourcenverschwendung - übermäßiger
Konsum",Table 1,-
"21.11.2018
22.11.2018
23.11.2018
24.11.2018",70,Unterstützung: der jüngste Widerstand im Iran!,Table 1,"Bahnhofsvorplatz
Bahnhofsvorplatz Domplatte (Römerbogen) Domplatte (Römerbogen)"
"22.11.2018
29.11.2018",15-40,Cube of Truth,Table 1,Barbarossaplatz
2018-11-25 00:00:00,50-70,Keine Gewalt an Frauen,Table 1,Bahnhofsvorplatz
2018-11-24 00:00:00,150,Refugees still welcome - Seenotrettung ist kein Verbrechen,Table 1,"Königsberger Platz, Leverkusen"
2018-11-25 00:00:00,300,UN-Migrationspakt stoppen!,Table 1,Bahnhofsvorplatz
2018-12-01 00:00:00,1-15,Umweltschutz,Table 1,-
2018-12-08 00:00:00,50,Umweltkampftag,Table 1,Wiener Platz
2018-12-16 00:00:00,10-14,Weihnachten-Massentierhaltung,Table 1,Zeppelinstraße
2018-11-25 00:00:00,500,Rechte Gewalttäter stoppen,Table 1,Bahnhofsvorplatz
2018-12-04 00:00:00,150,"Kein Raum für rassistische Gesellschafts-
entwürfe",Table 1,Albertus-Magnus-Platz
2018-12-15 00:00:00,10-20,Heimat und Weltfrieden,Table 1,Bahnhofsvorplatz
2018-12-08 00:00:00,450,"Protest gegen das Dieselfahrverbot und für Lösungen die den finanziellen Verlust
ausgleichen",Table 1,Breslauer Platz
2018-11-29 00:00:00,5,EU-Reform - Die europäische Union braucht neue demokratische Strukturen,Table 1,"Köln, Venloer Straße 354e
(Bahnhof Ehrenfeld), neben dem Kiosk ""Yilmaz"""
2018-12-01 00:00:00,50,Rumänischer Nationalfeiertag,Table 1,Bahnhofsvorplatz
"06.12.2018
07.12.2018
08.12.2018
09.12.2018
10.12.2018
11.12.2018
12.12.2018
13.12.2018
14.12.2018
15.12.2018
16.12.2018",10-20,Für die Gesundheit Abdullah Öcalans,Table 1,Bahnhofsvorplatz
2018-11-30 00:00:00,5-10,50 Jahre Arbeiterbund für den Wiederaufbau der KPD,Table 1,"Henry-Ford-Str.
Eitorfer Str. West-Allee
Kalker Hauptstr./Trimbornstr."
2018-12-04 00:00:00,70,"Nikolaus komm in unser Haus -
Aktion gegen Wohnungslosigkeit",Table 1,unter Deutzer Brücke
2018-12-01 00:00:00,10-20,Ge(h)meinsam - öffentliche Gehmeditation,Table 1,-
2018-12-09 00:00:00,20-30,Human Rights Day,Table 1,Bahnhofsvorplatz
"08.12.2018
09.12.2018",300,Dem rechten Mob nicht die Straße überlassen,Table 1,"Breslauer Platz
Bahnhofsvorplatz"
2018-12-01 00:00:00,10 - 15,Fairer Lohn für Rider,Table 1,"Köln
Bonner Straße/Elsaßstraße"
2018-12-03 00:00:00,40,Gegen Abschiebungen nach Afghanistan,Table 1,Bahnhofsvorplatz
2018-12-01 00:00:00,50,Unterstützung: der jüngste Widerstand im Iran!,Table 1,Bahnhofsvorplatz
2018-12-15 00:00:00,20,Weihnachtsfrieden im 1. Weltkrieg,Table 1,Wiener Platz
2018-12-20 00:00:00,20,Männer gegen Gewalt an Frauen,Table 1,Eigelsteintor
2018-12-09 00:00:00,15,UN-Migrationspakt,Table 1,Domplatte (Blau-Gold-Haus)
2018-12-15 00:00:00,15,Freie Medien,Table 1,Domplatte (Blau-Gold-Haus)
2018-12-08 00:00:00,50,Freiheit für Syrien,Table 1,Domplatte (Blau-Gold-Haus)
2018-12-10 00:00:00,100,"Aufstehen gegen Rassismus, Faschismus und
Kriminalität migrantischer Organisationen",Table 1,Wallrafplatz
2018-12-18 00:00:00,26,Weihnachten,Table 1,Bahnhofsvorplatz
"06.12.2018
13.12.2018
20.12.2018",15-40,Cube of Truth,Table 1,"Venloer Str./Gürtel
Neumarkt Stadtgarten"
2018-12-10 00:00:00,50,Einkommensrunde mit der Deutschen Bahn,Table 1,Otto-Platz
2018-12-16 00:00:00,50,Du bist nicht allein! Weihnachten neu verstehen,Table 1,Domplatte (am Blau-Gold-Haus)
2018-12-08 00:00:00,20-30,Solidarität mit iranischer Bevölkerung,Table 1,Roncalliplatz
2018-12-09 00:00:00,500,Europas Untergang,Table 1,Wallrafplatz
2018-12-09 00:00:00,5,"EU-Reform - Die europäische Union braucht
neue demokratische Strukturen",Table 1,Schildergasse/Güzenichstr.
2018-12-15 00:00:00,20,"Gegen Hungerlöhne, Schikanen und
Betriebsratbehinderungen",Table 1,Dürener Straße 460
2018-12-18 00:00:00,70,Verkehrswende statt Ost-West-Tunnel,Table 1,Theo-Buranen-Platz
2018-12-31 00:00:00,40,Gegen Sexismus und Rassismus,Table 1,Wallrafplatz
2018-12-15 00:00:00,20,"Nachhaltigkeit ""Alles für alle und zwar umsonst""",Table 1,Neumarkt
2018-12-16 00:00:00,10-20,Vegane Weichnachten,Table 1,Wallrafplatz
2018-12-16 00:00:00,5,"EU-Reform - Die europäische Union braucht
neue demokratische Strukturen",Table 1,Breite Straße/Auf dem Berlich
2018-12-18 00:00:00,250,Schulplatznot in Köln,Table 1,Theo-Buranen-Platz
2018-12-21 00:00:00,50-200,"FridaysForFuture - Klimawandel jetzt statt
morgen!",Table 1,Bahnhofsvorplatz
2018-12-21 00:00:00,10-15,Cube of Truth,Table 1,"Leverkusen, Bahnhofstr.,
Kölner Str., Birkenbergstr."
"19.12.2018
27.12.2018",15-40,Cube of Truth,Table 1,"Wallrafplatz
Wiener Platz"
"20.12.2018
21.12.2018
22.12.2018",50,Unterstützung: Verhaftung von 30 Metallarbeitern,Table 1,Bahnhofsvorplatz
2018-12-23 00:00:00,10-20,Cube of Truth,Table 1,"Leverkusen, Bahnhofstr."
2018-12-22 00:00:00,20-30,Solidarität mit iranischer Bevölkerung,Table 1,
2018-12-28 00:00:00,50 - 200,"Fridays for Future, Schülerkundgebung zum
Klimaschutz",Table 1,Bahnhofsvorplatz
01.01.22,300,Gegen Impfpflicht,,Neptunplatz
01.01.22,350,Köln steht auf für Freiheit 2022,,Bahnhofsvorplatz - Neumarkt
03.01.22,50,"Neue Normalität und Impfpflicht, 3G/2G/1G? ohne uns!",,"Köln-Porz, Bahnhofstraße"
06.01.22,100,"Gemeinsam überparteilich für unsere Grundrechte, Menscehnrechte und freiheit! Leverkusen sagt Nein zu den unverhältnismäßigen Corona-Zwangsmaßnahmen und zum Ausschluss von zigtausend gesunden Ungeimpften aus dem öfentlichen Leben sowie Impfzwang",,"Fußgängerzone Leverkusen Opladen, Goethestraße 3"
06.01.22,50,Aufklärung gegen Impfmythen und Verschwörungstheorien,,"Fußgängerzone Leverkusen Opladen, Goethestraße 2"
06.01.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
07.01.22,350,Köln steht auf für Freiheit 2022,,Chlodwigplatz - Chlodwigplatz
07.01.22,20,Solidarität mit den palästinensischen Gefangenen,,Domplatte
07.01.22,10,Eine Bahn für das Volk. Keine Bahn für Krieg und Profit,,Kalk Post
08.01.22,50,Stoppt die Hinrichtungen im Iran,,Roncalliplatz
08.01.22,300,Schluss mit 3G/2G/1G! Stoppt den Impfzwang!,,"Offenbachplatz
Rudolfplatz"
08.01.22,10,Wir sind auch in Nicht-Wahlkampfzeiten da - Gegen Inflation und für Bürgerrechte,,Liverpooler Platz
08.01.22,3,Gegen Inflation und für Bürgerrechte,,Wiener Platz
09.01.22,60,Solidarität mit Belarus: Keine Diktatur!,,Alter Markt
09.01.22,20,Abstimmung über Atom und Erdgas in der Taxonomie,,Rudolfplatz
10.01.22,50,Urteilsverkündung Fall Bähner,,Ebertplatz
10.01.22,20,"Corona ist eine Pandemie, keine Lüge",,Roncalliplatz
12.01.22,20,Politische Haft in der Türkei,,Bahnhofsvorplatz
12.01.22,60,Menschenrechtsverletzung im Iran,,Roncalliplatz
13.01.22,30,Abschließbare Einzelzimmer für alle Obdachlosen,,Theo-Burauen-Platz
13.01.22,8,Köln steht auf für Alle/Selbstbestimmung,,Neptunplatz
13.01.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
14.01.22,300,Köln steht auf für Freiheit 2022,,Porz Markt
14.01.22,10,Freiheit für Julian Assange,,Rudolfplatz
14.01.22,500,Impfgegnern nicht die Straße überlassen,,Chlodwigplatz
14.01.22,20,Abstimmung über Atom und Erdgas in der Taxonomie,,Chlodwigplatz
15.01.22,300,Gegen Impfpflicht,,Neptunplatz
15.01.22,400,Schluss mit 3G/2G/1G! Stoppt den Impfzwang!,,Picassoplatz/Kennedy Ufer
15.01.22,50,Kundgebung gegen Sperrung der Hohenstaufenstraße,,Bezirksrathaus Porz (Friedrich-Ebert-Ufer 64-70)
15.01.22,15,Stadtrundgang Novemberrevolution/Luxemburg-Liebknecht-Gedenken,,"Magnusstraße 18, Theo-Burauen-Platz, Domplatte (Blau-Gold-Haus)"
15.01.22,10,Flüchtlingssituation Grenze Polen/Belarus,,Mediapark
15.01.22,20,Solidarität mit den Protesten in Kasachstan,,Bahnhofsvorplatz
15.01.22,30,Weg mit dem PKK-Verbot,,Chlodwigplatz
15.01.22,20,Corona Widerstand Köln 2022,,Deutzer Brücke
17.01.22,500,"Gegenprotest zu ""Köln ist aktiv""",,Neumarkt                               Alter Markt                              Kurt-Hackenberg-Platz
17.01.22,10,Corona Widerstand Köln 2022,,Heumarkt
18.01.22,10,Für ein Ende vom Kniefall des rechtsstaates vor den Kirchen vor dem LG Köln,,"Luxemburger Straße 101, Landgericht Köln"
19.01.22,60,Lasst euch impfen!,,An der Sparkasse
19.01.22,30,Widerstand Corona Köln 2022,,Porz Markt
20.01.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
21.01.22,50,Corona Widerstand Köln 2022,,Rathausplatz Rodenkirchen - Maternusplatz
21.01.22,8,Freiheit - Selbstbestimmung,,Domplatte (Blau-Gold-Haus)
22.01.22,50,Solidarität mit den gefangenen Schriftsteller-innen im Iran und Forderung ihrer Freilassung,,Bahnhofsvorplatz
22.01.22,150,"Gemeinsam überparteilich für unsere Grundrechte, Menschenrechte und freiheit! Leverkusen sagt Nein zu den unverhältnismäßigen Corona-Zwangsmaßnahmen und zum Ausschluss von zigtausend gesunden Ungeimpften aus dem öfentlichen Leben sowie zur Impfpflicht",,Goethestraße/Kölner Straße
22.01.22,30,Atomwaffenrecht jetzt! Jahrestag Atomwaffenverbotsvertrag,,Domplatte
22.01.22,5,Teilhabe von Jugendlichen,,Kalk Post
22.01.22,20,Du hupst - die PARTEI trinkt gegen Rechts,,"Leverkusen, Kölner Straße/Schillerstraße"
22.01.22,7,Mahnwache über Tierleid/Tierrechte/Veganismus,,Platzfläche Antoniterkirche
22.01.22,70,Solidarität mit der sudanesischen Revolution,,Neumarkt
22.01.22,100,Porz ist solidarisch - Lass dich impfen!,,An der Sparkasse
22.01.22,30,Demo gegen Coronaleugner,,"Leverkusen, Goethe Straße"
22.01.22,25,Dialog statt Verbot! Die PKK sollte aus der Terrorliste raus,,Heumarkt
22.01.22,80,"Wann, wenn nicht jetzt? Wer, wenn nicht wir? Ein Plädoyer fürs Impfen",,"Leverkusen, Friedrich-Ebert-Platz"
22.01.22,400,Schluss mit 3G/2G/1G! Stoppt den Impfzwang!,,"Offenbachplatz
Rudolfplatz"
22.01.22,100,Porz steht auf für Impf-Aufklärung und die Beendigung der Maßnahmen,,Porz Markt - Porz Markt
22.01.22,15,Mahnwache anlässlich der demo Opladen-Wiesdorf,,Opladener Platz
24.01.22,1000,"Gegenprotest zu ""Köln ist aktiv""",,Neumarkt
24.01.22,8,Freiheit - Selbstbestimmung,,Domplatte (Blau-Gold-Haus)
24.01.22,150,"Freiheit, Demokratie, Menschenrechte und freie Gesellschaft",,Friedrich-Ebert-Platz - Friedrich-Ebert-Platz
24.01.22,15,Porz steht auf für Impf-Aufklärung und die Beendigung der Maßnahmen,,Deutzer Brücke auf der Seite des Heumarkts
26.01.22,10,Aufhebung des PKK-Verbots,,Bahnhofsvorplatz
27.01.22,50,"Erhalt der ehemaligen Kita ""Gotland""",,Vorgebirgswall 29
27.01.22,50,Erinnern - eine Brücke in die Zukunft,,Neumarkt
27.01.22,4,Weniger. Ohne Verkleinerung der Flugflotte ist E-Mobilität Mumpiz,,"Eifelwall/Luxemburger Straße, Domplatte (Römerbogen)             Schildergasse/Zeppelinstraße           "
27.01.22,10,Entzug der Aufenthalte mehrerer Personen,,Dillenburgerstraße 25
27.01.22,10,Das ist alles von der Kunstfreiheit gedeckt - free Gerrit,,Reichenspergerplatz
28.01.22,100,Zunehmende Vermüllung im Stadtbezirk Porz ,,Friedrich-Ebert-Ufer / Vorplatz des Rathauses Porz-Mitte
28.01.22,35,Der Recht vom Genuss und frei Tanzen,,Hans-Böckler-Platz
28.01.22,40,Kein Raum für Corona-Leugner und Nazis,,Mauenheimer Straße/Einheitstraße
28.01.22,10,Freiheit für Julian Assange,,Rudolfplatz
