Datum,Uhrzeit,Ort,Thema,Teilnehmer,Straße,sheet_name
24.03.2022,15:00 - 19:00,Potsdam,Ein- und Ausreisezentrum am Flughafen BER,30,Alter Markt,2022
27.03.2022,14:00 - 18:00,Potsdam,Kinder sind Zukunft,5,Innenstadt Potsdam,2022
28.03.2022,17:45 - 20:00,Potsdam,Freie Impfentscheidung Potsdam,700,Innenstadt Potsdam,2022
28.03.2022,12:10 - 12:40,Potsdam,Aufklärung über Impfen und Demokratie in Deutschland,6,Innenstadt Potsdam,2022
28.03.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Filmmuseum Potsdam,2022
31.03.2022,13:00 - 15:00,Potsdam,Kundgebung zu Tarifverhandlungen zum TV-Ärzte / VKA,50,Charlottenstraße 80,2022
03.04.2022,15:00 - 18:00,Potsdam,Kinder sind Zukunft,5,Innenstadt Po,2022
07.04.2022,15:30 - 18:30,Potsdam,Mahnwache Sichere Bildung für Brandenburg,5,Am Alten Markt 1,2022
09.11.2022,19:00 - 21:30,Potsdam,Tag des Mauerfalls - 33. Jahrestag,100,Berliner Str. 86,2022
04.04.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit und Freundschaft. Nein zur NATO an der Grenze zu Russland […]",50,Platz zwischen Filmmuseum und Haltestelle Schloß,2022
04.04.2022,17:45 - 20:00,Potsdam,Potsdam für eine freie Impfentscheidung,700,Innenstadt Potsdam,2022
25.04.2022,15:00 - 17:30,Potsdam,Gegen die Jagd …,15,Steubenplatz Potsdam,2022
28.04.2022,15:30 - 18:30,Potsdam,Mahnwache Sichere Bildung für Brandenburg,5,Alter Markt,2022
11.04.2022,17:45 - 20:00,Potsdam,Potsdam für eine freie Impfentscheidung,700,Innenstadt Potsdam,2022
11.04.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß,2022
01.05.2022,10:00 - 16:00,Potsdam,Gemeinsam Zukunft gestalten.,2000,Innenstadt Potsdam,2022
08.05.2022,12:00 - 16:00,Potsdam,Friedensveranstaltung,150,Platz der Einheit 1-8,2022
11.04.2022,14:00 - 16:00,Potsdam,Wahre Bedeutung von Ostern,12,Platz der Einheit,2022
16.04.2022,11:00 - 12:00,Potsdam,Gedenken und Aufstellung eines Geisterrades,50,Luisenplatz,2022
16.05.2022,08:15 - 10:00,Potsdam,3. Verhandlungsrunde für den Sozial- und Erziehungsdienst,100,"Am Luftschiffhafen 1, Kongresshotel",2022
08.05.2022,14:00 - 14:30,Potsdam,Gedenken zum 77. Jahrestag der Befreiung vom Nationalsozialismus und zum Ende des Zweiten Weltkrieges in Europa,200,"Bassinplatz, Sowjetischer Ehrenfriedhof",2022
24.04.2022,15:00 - 18:00,Potsdam,Kinder sind die Zukunft,10,Innenstadt Potsdam,2022
01.05.2022,11:00 - 14:00,Potsdam,Kundgebung zum 1. Mai,200,Erlenhof Schlaatz,2022
25.04.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft, Hartz IV, Krieg in der Ukraine",50,Innenstadt Potsdam,2022
07.05.2022,14:00 - 18:00,Potsdam,Klimaschutz bzw. Erdgasausstieg,300,Luisenplatz,2022
19.08.2022,08:00 - 00:00,Potsdam,Klimacamp anlässlich der fortschreitenden Klimakrise und dem verantwortungslosen Handeln der Entscheidungsträger*innen,100,Innenstadt Potsdam neuer Lustgarten,2022
08.05.2022,10:30 - 11:30,Potsdam,Kranzniederlegung 77. Jahrestag Ende des 2. Weltkrieges,20,Alter Markt,2022
18.05.2022,12:00 - 13:30,Potsdam,Änderung des Beamtengesetzes. Kein neuer Radikalenerlass,20,Alter Markt,2022
29.04.2022,17:00 - 22:00,Potsdam,Ausstellungseröffnung,500,Neuer Markt 9 Potsdam,2022
02.05.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Filmmuseum Potsdam,2022
30.04.2022,10:00 - 13:30,Potsdam,Mahnwache,,"Bassinplatz, an der Kirche",2022
04.05.2022,14:30 - 15:00,Potsdam,Klimaneutralität 2035,10,Olympischer Weg 6,2022
01.05.2022,10:00 - 15:00,Potsdam,Antifaschismus ist notwendig: Keinen Meter der AfD,15,Innenstadt Potsdam,2022
06.05.2022,14:00 - 20:00,Potsdam,Wer sich keine Wohnung leisten kann baut sich ein Haus.,20,Platz der Einheit,2022
03.05.2022,15:00 - 16:30,Potsdam,Tag der Pressefreiheit - Freiheit für Marlene F und Matej K.,10,Jägerstraße 18,2022
05.05.2022,15:30 - 18:00,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt,2022
12.05.2022,15:30 - 18:00,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt,2022
19.05.2022,15:30 - 18:00,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt,2022
07.05.2022,12:00 - 14:30,Potsdam,CSD Potsdam,100,Innenstadt Potsdam,2022
18.05.2022,12:00 - 13:30,Potsdam,Änderung des Beamtengesetzes in Brandenburg,20,Alter Markt,2022
06.05.2022,15:00 - 17:00,Potsdam,Gegen Polizeigewalt - In Gedenken an den ermordeten 47-Jährigen in Mannheim,50,Henning von Trsckow-Str.,2022
07.05.2022,10:00 - 13:30,Potsdam,Stoppt den fossilen Wahnsinn,8,Breite Straße 25-27,2022
09.05.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß,2022
16.05.2022,08:30 - 11:00,Potsdam,Tarifverhandlungen Sozial- und Erziehungsdienst,1000,Innenstadt Potsdam,2022
15.05.2022,15:00 - 18:00,Potsdam,Kinder sind die Zukunft,5,Innenstadt Potsdam,2022
15.05.2022,14:00 - 16:00,Potsdam,Kidical Maas,500,Innenstadt Potsdam,2022
18.05.2022,14:00 - 16:00,Potsdam,Fortsetzung der Kitarechtsreform im Land Brandenburg,500,Alter Markt,2022
18.05.2022,15:00 - 17:00,Potsdam,Kitarechtsreform des Landes Brandenburg,200,Innenstadt Potsdam,2022
28.05.2022,14:00 - 17:00,Potsdam,Gegen Atomwaffen in Belutschistan,,Innenstadt Potsdam,2022
27.06.2022,10:00 - 12:00,Potsdam,Inklusion rockt und rollt,100,Innenstadt Potsdam,2022
16.05.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß,2022
24.05.2022,11:00 - 12:00,Potsdam,Ich brauche eine Wohnung,5,Friedrich-Ebert-Straße 79,2022
23.05.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß,2022
07.06.2022,17:00 - 19:30,Potsdam,Gegen das Projekt Garnisonskirche,300,Innenstadt Potsdam,2022
11.06.2022,14:00 - 18:00,Potsdam,Widerstand lebt,50,Innenstadt Potsdam,2022
30.05.2022,18:00 -20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß,2022
04.06.2022,09:00 - 18:00,Potsdam,Corona Informationen (Galerie),10,Brandenburger Tor,2022
02.06.2022,15:30 - 18:00,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt,2022
23.06.2022,15:30 - 18:00,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt,2022
30.06.2022,15:30 - 18:00,Potsdam,Sichere Bildung für Brandenburg,5,Alter Markt,2022
14.06.2022,07:20 - 08:00,Potsdam,Für mehr Sicherheit und Rücksichtsnahme auf Kinder im Straßenverkehr,10,"Goethe Grundschule, Stephensonstr. 1",2022
09.06.2022,08:30 - 09:00,Potsdam,Solidarisch mit den angeklagten Garnisionskirchengegnern,50,Hegelallee 8 Potsdam,2022
10.06.2022,11:00 - 19:00,Potsdam,Gegendemonstration zum Volksfest von Reichsbürgern,50,Am Neuen Palais,2022
13.06.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß,2022
17.06.2022,17:30 - 18:30,Potsdam,Kranzniederlegung zum 69. Jahrestag des Volksaufstandes der DDR,15,"gegenüber Friedrich-Engels-Str. 18, an der Mauer zum RAW neben der Bushaltestelle",2022
20.06.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß,2022
02.07.2022,14:00 - 18:00,Potsdam,Widerstand lebt,50,Innenstadt Potsdam,2022
22.07.2022,15:30 - 20:00,Potsdam,"Konsumkritik, Kritik an der Verkehrspolitik",50,"Horstweg 12, Teltower Vorstadt",2022
27.06.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz vor dem Filmmuseum,2022
01.07.2022,12:30 - 14:00,Potsdam,Taxonomie Entscheidung auf der EU Ebene,10,Gregor-Mendel-Straße 3,2022
04.07.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz zwischen Filmmuseum und Haltestelle Schloß,2022
26.08.2022,15:00 - 16:00,Potsdam,(Tier-)Babys gehören nicht auf den Grill,8,Vorplatz Brandenburger Tor in Potsdam,2022
26.08.2022,12:00 - 15:30,Potsdam,Friday for Future,1000,Innenstadt Potsdam,2022
11.07.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft, Inflation",50,Filmmuseum Potsdam,2022
31.08.2022,16:00 - 18:00,Potsdam,Ohne Kerosin nach Berlin,300,Innenstadt Potsdam,2022
14.07.2022,18:00 - 20:00,Potsdam,Mahnwache für Ehrlichkeit und Unabhänigkeit in den Medien,20,Dietrich-Allee 20,2022
18.07.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz vor dem Filmmuseum,2022
13.08.2022,14:00 - 17:00,Potsdam,Gedenken an die Opfer der Mauer an der NIKE vor der Glienicker Brücke,130,NIKE / Glienicker Brücke Potsdam,2022
10.09.2022,14:00 - 17:00,Potsdam,Gemeinsam für Mieterhöhung und Verdrängung,500,Innenstadt Potsdam,2022
25.07.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",50,Platz vor dem Filmmuseum,2022
13.08.2022,20:00 - 21:30,Potsdam,Gedenken an den Mauerbau,50,Glienicker Brücke,2022
31.07.2022,11:00 - 12:00,Potsdam,Gedenkveranstaltung 173. Todestag Max Dortu,30,Dortustraße 28/29,2022
13.08.2022,10:00 - 12:00,Potsdam,Gedenktag des Mauerbaus 1961,30,NIKE / Glienicker Brücke Potsdam,2022
14.09.2022,11:00 - 14:30,Potsdam,"Kitarechtsreform umsetzen, jetzt",10,Am Alten Markt 1,2022
22.08.2022,09:00 - 19:00,Potsdam,Mahnwache vom bis zum 01.09.2022 - Fortsetzung der Kita-Rechtsreform,2-3,Am Alten Markt 1,2022
23.08.2022,09:00 - 19:00,Potsdam,Mahnwache vom bis zum 01.09.2022 - Fortsetzung der Kita-Rechtsreform,2-3,Am Alten Markt 1,2022
24.08.2022,09:00 - 19:00,Potsdam,Mahnwache vom bis zum 01.09.2022 - Fortsetzung der Kita-Rechtsreform,2-3,Am Alten Markt 1,2022
25.08.2022,09:00 - 19:00,Potsdam,Mahnwache vom bis zum 01.09.2022 - Fortsetzung der Kita-Rechtsreform,2-3,Am Alten Markt 1,2022
26.08.2022,09:00 - 19:00,Potsdam,Mahnwache vom bis zum 01.09.2022 - Fortsetzung der Kita-Rechtsreform,2-3,Am Alten Markt 1,2022
27.08.2022,09:00 - 19:00,Potsdam,Mahnwache vom bis zum 01.09.2022 - Fortsetzung der Kita-Rechtsreform,2-3,Am Alten Markt 1,2022
28.08.2022,09:00 - 19:00,Potsdam,Mahnwache vom bis zum 01.09.2022 - Fortsetzung der Kita-Rechtsreform,2-3,Am Alten Markt 1,2022
29.08.2022,09:00 - 19:00,Potsdam,Mahnwache vom bis zum 01.09.2022 - Fortsetzung der Kita-Rechtsreform,2-3,Am Alten Markt 1,2022
30.08.2022,09:00 - 19:00,Potsdam,Mahnwache vom bis zum 01.09.2022 - Fortsetzung der Kita-Rechtsreform,2-3,Am Alten Markt 1,2022
31.08.2022,09:00 - 19:00,Potsdam,Mahnwache vom bis zum 01.09.2022 - Fortsetzung der Kita-Rechtsreform,2-3,Am Alten Markt 1,2022
01.09.2022,09:00 - 19:00,Potsdam,Mahnwache vom bis zum 01.09.2022 - Fortsetzung der Kita-Rechtsreform,2-3,Am Alten Markt 1,2022
04.08.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkbeitrag,20,Marlene-Dietrich-Allee 20,2022
08.08.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft,67 Jahre Atombomben auf Hiroschima / Nagasaki",50,Filmmuseum Potsdam,2022
11.08.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkbeitrag,20,Marlene-Dietrich-Allee 20,2022
27.08.2022,12:00 - 15:00,Potsdam,Schwimmdemo für ein freies Ufer am Groß Glienicker See!,20,Seepromenade 5,2022
10.09.2022,11:00 - 15:00,Potsdam,"Gedenken an die ehemaligen ""Heeres Reit- und Fahrschule und Kavallerieschule Krampnitz"" …",25,Fahrland,2022
10.09.2022,14:00 - 18:00,Potsdam,"Aufwachen, Antworten zur Krise, Linke stehn auf",100,Innenstadt Potsdam,2022
15.08.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft, Hartz IV",50,Platz vor dem Filmmuseum,2022
25.08.2022,15:30 - 18:00,Potsdam,Mahnwache für sichere und digitale Bildung,5,Am Alten Markt 1,2022
18.08.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20,2022
25.08.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20,2022
01.09.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20,2022
08.09.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20,2022
15.09.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20,2022
22.09.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20,2022
29.09.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20,2022
06.09.2022,09:00 - 15:00,Potsdam,Alarmstufe ROT: Krankenhäuser in Gefahr,400,Am Neuen Lustgarten,2022
22.08.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Feundschaft […]",50,Platz vor dem Filmmuseum,2022
01.09.2022,15:30 - 18:00,Potsdam,Mahnwache für sichere und digitale Bildung,5,Am Alten Markt 1,2022
08.09.2022,15:30 - 18:00,Potsdam,Mahnwache für sichere und digitale Bildung,5,Am Alten Markt 1,2022
15.09.2022,15:30 - 18:00,Potsdam,Mahnwache für sichere und digitale Bildung,5,Am Alten Markt 1,2022
22.09.2022,15:30 - 18:00,Potsdam,Mahnwache für sichere und digitale Bildung,5,Am Alten Markt 1,2022
29.09.2022,15:30 - 18:00,Potsdam,Mahnwache für sichere und digitale Bildung,5,Am Alten Markt 1,2022
01.09.2022,17:00 - 18:30,Potsdam,Interrelgiöses Gebet / Friedensfest der Religionen,100,Brandenburger Tor Potsdam,2022
05.09.2022,10:00 - 11:30,Potsdam,Unzuverlässigkeit der Ausländerbehörde und Einbürgerungsbehörde,100,Friedrich-Ebert-Straße 79,2022
31.08.2022,07:30 - 09:30,Potsdam,Information der Politik zu aktuellen Problemen heimischen Landwirtschaft,50,Alter Markt,2022
28.08.2022,13:30 - 15:00,Potsdam,Weltoffenes Potsdam JETZT […],50,Schiffbauergasse 11,2022
29.08.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Feundschaft […]",50,Platz vor dem Filmmuseum,2022
31.08.2022,09:00 - 15:30,Potsdam,Kein Abschiebezentrum am BER!,25,Alter Markt,2022
31.08.2022,12:00 - 14:00,Potsdam,Kein Abschiebezentrum am BER!,100,Alter Markt,2022
01.09.2022,15:30 - 16:30,Potsdam,"Kriege stoppen, Aufrüstung beenden",30,Filmmuseum Potsdam,2022
01.09.2022,09:00 - 15:00,Potsdam,Atomkraft? Keinen Tag länger!,8,Voltaireweg am Dorint Sanssouci Hotel,2022
05.09.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",100,Platz vor dem Filmmuseum,2022
05.09.2022,17:00 - 19:00,Potsdam,Übergabe und Veröffentlichungen FFF,20,Friedrich-Ebert-Straße 80,2022
09.09.2022,08:45 - 09:30,Potsdam,faire Honorare für freischaffende Berufsmusiker*innen,20,Dortusstraße 36,2022
12.09.2022,17:00 - 17:30,Potsdam,Mahnwache für den am 25. Juli 2022 getöteten Radfahrer,20,"Am Neuen Palais, Brandenburger Vorstadt",2022
13.09.2022,09:00 - 13:00,Potsdam,Mahnwache / Kita-Not-Stand,3,Am Alten Markt 1,2022
12.09.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",200,Platz vor dem Filmmuseum,2022
24.09.2022,11:00 - 13:30,Potsdam,Kidical Maas,100,Innenstadt Potsdam,2022
12.09.2022,17:00 - 19:00,Potsdam,Energiegipfel Landesregierung,20,Heinrich-Mann-Allee 107,2022
17.09.2022,09:00 - 17:00,Potsdam,Recht auf Leben ist das erste Recht für alle Menschen auf der ganzen Welt.,4,Dortusstraße 58,2022
23.09.2022,14:00 - 17:00,Potsdam,Forderung nach mehr Klimagerechtigkeit!,1000,Innenstadt Potsdam,2022
23.09.2022,13:00 - 14:00,Potsdam,Zubringerdemonstration zu Fridays for Future (globaler Klimastreik) mit dem Themenschwerpunkt Fahrradwege,50,Innenstadt Potsdam,2022
19.09.2022,18:00 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",200,Platz vor dem Filmmuseum,2022
01.10.2022,14:00 - 18:00,Potsdam,"Frieden, Freiheit, Freundschaft",200,Innenstadt Potsdam,2022
27.09.2022,09:00 - 13:00,Potsdam,Kitarechtsreform,2,Alter Markt,2022
04.10.2022,09:00 - 13:00,Potsdam,Kitarechtsreform,2,Alter Markt,2022
11.10.2022,09:00 - 13:00,Potsdam,Kitarechtsreform,2,Alter Markt,2022
18.10.2022,09:00 - 13:00,Potsdam,Kitarechtsreform,2,Alter Markt,2022
25.10.2022,09:00 - 13:00,Potsdam,Kitarechtsreform,2,Alter Markt,2022
01.11.2022,09:00 - 13:00,Potsdam,Kitarechtsreform,2,Alter Markt,2022
08.11.2022,09:00 - 13:00,Potsdam,Kitarechtsreform,2,Alter Markt,2022
15.11.2022,09:00 - 13:00,Potsdam,Kitarechtsreform,2,Alter Markt,2022
22.11.2022,09:00 - 13:00,Potsdam,Kitarechtsreform,2,Alter Markt,2022
29.11.2022,09:00 - 13:00,Potsdam,Kitarechtsreform,2,Alter Markt,2022
06.12.2022,09:00 - 13:00,Potsdam,Kitarechtsreform,2,Alter Markt,2022
13.12.2022,09:00 - 13:00,Potsdam,Kitarechtsreform,2,Alter Markt,2022
20.12.2022,09:00 - 13:00,Potsdam,Kitarechtsreform,2,Alter Markt,2022
27.12.2022,09:00 - 13:00,Potsdam,Kitarechtsreform,2,Alter Markt,2022
24.09.2022,10:00 - 14:00,Potsdam,Kinder sind die Zukunft,10,Innenstadt Potsdam,2022
26.09.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",200,Platz vor dem Filmmuseum,2022
05.10.2022,14:30 - 15:30,Potsdam,Weltoffenes Potsdam JETZT […],50-100,"MBS-Arena, Olympischer Weg (Eingang SVV)",2022
09.11.2022,16:30 - 18:30,Potsdam,Lampionumzug,300,Potsdam Marquardt,2022
06.10.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20,2022
13.10.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20,2022
20.10.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20,2022
27.10.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20,2022
30.09.2022,17:15 - 18:00,Potsdam,Solidaritätsveranstaltung zu Mneschenrechten im Iran,50,Luisenplatz,2022
03.10.2022,18:00 - 20:30,Potsdam,"Für Freiheit, Menschenrechte und Selbstbestimmung",200,Innenstadt Potsdam,2022
03.10.2022,10:00 - 14:00,Potsdam,Tag der deutschen Einheit,150,Glienicker Brücke,2022
08.10.2022,17:00 - 18:30,Potsdam,Gedenkkundgebung an Mahsa Amini,200,Vorplatz Brandenburger Tor in Potsdam,2022
10.10.2022,18:00 - 20:30,Potsdam,"Für Freiheit, Menschenrechte und Selbstbestimmung",150,Innenstadt Potsdam,2022
06.10.2022,15:30 - 18:00,Potsdam,Mahnwache für sichere und digitale Bildung,5,Alter Markt,2022
13.10.2022,15:30 - 18:00,Potsdam,Mahnwache für sichere und digitale Bildung,5,Alter Markt,2022
20.10.2022,15:30 - 18:00,Potsdam,Mahnwache für sichere und digitale Bildung,5,Alter Markt,2022
07.10.2022,17:00 - 19:00,Potsdam,Krisencafé für ein solidarisches Potsdam,30,Stadtplatz Schlaatz,2022
10.10.2022,18:00 - 20:00,Potsdam,"Corona Maßnahmen, Krieg und Preissteigerung",150,Innenstadt Potsdam,2022
10.10.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",200,Platz vor dem Filmmuseum,2022
08.12.2022,15:00 - 18:00,Potsdam,Erbschaftssteuer,15,Alter Markt,2022
13.10.2022,17:00 - 19:00,Potsdam,Hilfe für die Ukraine,100,Alter Markt,2022
17.10.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",200,Platz vor dem Filmmuseum,2022
24.10.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",200,Platz vor dem Filmmuseum,2022
15.10.2022,14:00 - 17:30,Potsdam,Gerechtigkeit jetzt!,1000,Innenstadt Potsdam,2022
17.10.2022,18:00 - 20:00,Potsdam,"Corona Maßnahmen, Krieg und Preissteigerung",130,Innenstadt Potsdam,2022
10.11.2022,13:00 - 14:00,Potsdam,Gedenken an die Opfer der Mauer an der NIKE vor der Glienicker Brücke,100,Glienicker Brücke,2022
24.10.2022,18:00 - 20:00,Potsdam,"Corona Maßnahmen, Krieg und Preissteigerung",160,Innenstadt Potsdam,2022
09.11.2022,19:30 - 20:00,Potsdam,Gedenkveranstaltung,250,Platz der Einheit,2022
04.11.2022,17:30 - 19:30,Potsdam,Hilfe für die Ukraine,150,Am Alten Markt 1,2022
03.11.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20,2022
10.11.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20,2022
18.11.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20,2022
24.11.2022,18:00 - 20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20,2022
23.11.2022,13:30 - 14:00,Potsdam,Klimaschutz,10,Schopenhauerstr./Luisenplatz,2022
31.10.2022,18:00 - 20:00,Potsdam,"Gegen Corona Regeln, steigende Kosten und Krieg",150,Innenstadt Potsdam,2022
10.11.2022,12:30 - 16:30,Potsdam,Gegen die Aufnahme des sogenannten Ein- und Ausreiszentrums am Flughafen BER,50,Alter Markt,2022
12.11.2022,10:00 - 15:00,Potsdam,Angelverbot an der Alten Fahrt,30,Auf der Alten Fahrt an der Freundschaftsinsel,2022
07.11.2022,18:00 - 20:00,Potsdam,Frieden; Freiheit; Freundschaft,150,Platz vor dem Filmmuseum,2022
09.11.2022,10:00 - 12:00,Potsdam,Warnstreik,50,Platz der Einheit,2022
16.11.2022,10:00 - 12:00,Potsdam,Warnstreik,50,Platz der Einheit,2022
05.11.2022,15:00 - 15:30,Potsdam,"Mahnwache aufgrund der geplanten Räumung von Lützerath, am Braunkohletagebau Garzweiler II in NRW",20,Alter Markt,2022
07.11.2022,18:00 - 20:00,Potsdam,Sofortiges Ende aller Corona-Massnahmen […],200,Innenstadt Potsdam,2022
26.11.2022,11:00 - 14:00,Potsdam,Tschüß Erdgas,300,Innenstadt Potsdam,2022
17.11.2022,08:00 : 10:15,Potsdam,Regionale Lebensmittel kaufen: Jetzt erst recht!,30,Alter Markt,2022
14.11.2022,18:00 - 20:00,Potsdam,Sofortiges Ende aller Corona-Massnahmen […],200,Innenstadt Potsdam,2022
17.11.2022,12:00 - 14:00,Potsdam,Klimakonferenz in Ägypten,10,Johannes Kepler Platz 1,2022
14.11.2022,18:00 - 20:00,Potsdam,Frieden / Freiheit / Freundschaft,150,Platz vor dem Filmmuseum,2022
21.11.2022,18:00 - 20:00,Potsdam,Sofortiges Ende aller Corona-Massnahmen […],200,Innenstadt Potsdam,2022
03.12.2022,14:00 - 16:00,Potsdam,Krieg in der Ukraine,300,Alter Markt,2022
30.11.2022,15:00 - 16:30,Potsdam,Solidarität mit iranischen Studierenden,100,Communs Am Neuen Palais,2022
21.11.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",150,Filmmuseum Potsdam,2022
05.12.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",150,Filmmuseum Potsdam,2022
17.11.2022,15:30 - 17:00,Potsdam,Abschiebezentrum BER,10,Landtag Potsdam,2022
25.11.2022,12:00 - 15:00,Potsdam,Internationaler Tag gegen Gewalt an Frauen,100,Innenstadt Potsdam,2022
24.11.2022,15:30 - 17:00,Potsdam,Mahnwache für digitale und sicher Bildung,5,Alter Markt,2022
15.12.2022,15:30 - 17:00,Potsdam,Mahnwache für digitale und sicher Bildung,5,Alter Markt,2022
28.11.2022,18:00 - 20:00,Potsdam,Sofortiges Ende aller Corona-Massnahmen […],200,Innenstadt Potsdam,2022
28.11.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",200,Filmmuseum Potsdam,2022
30.11.2022,07:45 - 10:30,Potsdam,"Landwirtschaft, Ausweisung der roten Gebiete […]",50,Alter Markt,2022
01.12.2022,18:00 -20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20,2022
22.12.2022,18:00 -20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20,2022
29.12.2022,18:00 -20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20,2022
05.12.2022,18:00 - 20:00,Potsdam,Sofortiges Ende aller Corona-Massnahmen […],200,Innenstadt Potsdam,2022
08.12.2022,11:00- 12:30,Potsdam,Novelle Jagdgesetz,20,Steubenplatz Potsdam,2022
15.12.2022,18:00 -20:00,Potsdam,Mahnwache für Rundfunkfreiheit,20,Marlene-Dietrich-Allee 20,2022
07.12.2022,14:00 - 15:00,Potsdam,Aktionstag gegen explodoerende Praxiskosten,200,Alter Markt,2022
07.12.2022,14:30 - 16:30,Potsdam,Bürgerbegehren umsetzen,50,Breite Straße 2 IHK,2022
10.12.2022,10:30 - 12:30,Potsdam,Weltnaturkonferenz […],50,Alter Markt,2022
14.12.2022,10:00 - 17:00,Potsdam,Für die Streichung der Verpflichtungsermächtigung […],50,Alter Markt,2022
12.12.2022,18:00 - 20:00,Potsdam,"Frieden, Freiheit, Freundschaft",200,Filmmuseum Potsdam,2022
12.12.2022,18:00 - 20:00,Potsdam,Sofortiges Ende aller Corona-Massnahmen […],200,Innenstadt Potsdam,2022
