Datum,Uhrzeit,Ort,Thema,Teilnehmer,Straße,sheet_name
14.11.2020,15:30 - 18:00,Potsdam,"Stärkung der natürlichen Gesundheit für eine Sicherung der
Grundrechte in einer demokratischen Gesellschaft",30,"gegenüber Luisenplatz, Stirnseite Sparkasse",2020
05.12.2020,13:00 - 18:00,Potsdam,Protest gegen die Sperrung des Fahrländer Sees für Wassersportaktivitäten,99,"Potsdam, Friedrich-Ebert-Straße, Stadthaus",2020
30.11.2020,17:00 - 19:00,Potsdam,Kundgebung gegen die Abholzung des Danneröder Waldes,30,Platz der Einheit,2020
05.12.2020,18:00 - 19:30,Potsdam,Abrüsten statt aufrüsten,50,Steubenplatz,2020
27.11.2020,16:00 - 19:00,Potsdam,"Abholzung des Dannenröder Waldes, Solidarität mit den Aktivist_innen vor Ort",30,Platz der Einheit,2020
29.11.2020,11:00 - 17:00,Potsdam,Gegen die Verfolgung der Falun Gong Praktizierenden in China,8,Brandenburger Straße 56,2020
04.12.2020,09:00 - 10:15,Potsdam,Solidarisch mit den Garnisonkirchengegner*innen - immer…,25,Hegelallee 8,2020
04.12.2020,15:30 - 19:00,Potsdam,Solidaritätskundgebung gegen die Rodung des Dannenröder Waldes,50,Platz der Einheit,2020
04.12.2020,13:00 - 14:30,Potsdam,"Gemeinsam für Frieden, Freiheit und Gerechtigkeit",100,Steubenplatz,2020
06.12.2020,11:30 - 16:30,Potsdam,Gegen die Verfolgung der Falun Gong Praktizierenden in China,8,Brandenburger Straße 56,2020
06.12.2020,14:00 - 17:00,Potsdam,Gegen Kommerzialisierung von Nikolaus und Weihnachten,70,"Potsdam, Schilfhof und Erlenhof",2020
11.12.2020,17:00 - 21:00,Potsdam,Mahnwache zum 5-jährigen Bestehen des Pariser Klimaabkommens,25,Breite Straße 1A,2020
13.12.2020,15:30 - 18:00,Potsdam,Wärme für alle - kein weiterer Winter in den Lagern,150,Platz der Einheit,2020
13.12.2020,11:30 - 16:30,Potsdam,Gegen die Verfolgung der Falun Gong Praktizierenden in China,8,Brandenburger Straße 56,2020
13.11.2020,14:00 - 16:00,Potsdam,Demo der Kuscheltiere - Hände weg von unseren Kindern,20,Steubenplatz,2020
13.11.2020,14:00 - 16:00,Potsdam,Demo der Kuscheltiere - Hände weg von unseren Kindern,20,Steubenplatz,2020
14.12.2020,17:00 - 18:00,Potsdam,Für mehr Nachbarschaftlichkeit und Zusammenhalt in der Coronakrise,20,"Potsdam, Mövenstraße",2020
15.12.2020,17:00 - 18:00,Potsdam,Für mehr Nachbarschaftlichkeit und Zusammenhalt in der Coronakrise,30,"Potsdam, Mövenstraße",2020
16.12.2020,17:00 - 18:00,Potsdam,Für mehr Nachbarschaftlichkeit und Zusammenhalt in der Coronakrise,30,"Potsdam, Mövenstraße",2020
17.12.2020,17:00 - 18:00,Potsdam,Für mehr Nachbarschaftlichkeit und Zusammenhalt in der Coronakrise,30,"Potsdam, Mövenstraße",2020
18.12.2020,17:00 - 18:00,Potsdam,Für mehr Nachbarschaftlichkeit und Zusammenhalt in der Coronakrise,30,"Potsdam, Mövenstraße",2020
21.12.2020,17:00 - 18:00,Potsdam,Für mehr Nachbarschaftlichkeit und Zusammenhalt in der Coronakrise,30,"Potsdam, Mövenstraße",2020
22.12.2020,17:00 - 18:00,Potsdam,Für mehr Nachbarschaftlichkeit und Zusammenhalt in der Coronakrise,30,"Potsdam, Mövenstraße",2020
23.12.2020,17:00 - 18:00,Potsdam,Für mehr Nachbarschaftlichkeit und Zusammenhalt in der Coronakrise,30,"Potsdam, Mövenstraße",2020
24.12.2020,17:00 - 18:00,Potsdam,Für mehr Nachbarschaftlichkeit und Zusammenhalt in der Coronakrise,30,"Potsdam, Mövenstraße",2020
25.12.2020,17:00 - 18:00,Potsdam,Für mehr Nachbarschaftlichkeit und Zusammenhalt in der Coronakrise,30,"Potsdam, Mövenstraße",2020
28.12.2020,17:00 - 18:00,Potsdam,Für mehr Nachbarschaftlichkeit und Zusammenhalt in der Coronakrise,30,"Potsdam, Mövenstraße",2020
29.12.2020,17:00 - 18:00,Potsdam,Für mehr Nachbarschaftlichkeit und Zusammenhalt in der Coronakrise,30,"Potsdam, Mövenstraße",2020
30.12.2020,17:00 - 18:00,Potsdam,Für mehr Nachbarschaftlichkeit und Zusammenhalt in der Coronakrise,30,"Potsdam, Mövenstraße",2020
19.12.2020,17:00 - 18:00,Potsdam,Für mehr Nachbarschaftlichkeit und Zusammenhalt in der Coronakrise,20,"Potsdam, Mövenstraße",2020
26.12.2020,17:00 - 18:00,Potsdam,Für mehr Nachbarschaftlichkeit und Zusammenhalt in der Coronakrise,20,"Potsdam, Mövenstraße",2020
20.12.2020,11:30 - 16:30,Potsdam,Gegen die Verfolgung der Falun Gong Praktizierenden in China,8,Brandenburger Straße 56,2020
30.12.2020,13:00 - 14:30,Potsdam,"Gemeinsam für Frieden, Freiheit und Gerechtigkeit",100,Steubenplatz,2020
10.07.2021,16:00 - 21:00,Potsdam,"Regenbogen-Fahrraddemonstration, CSD-Potsdam",100,"Potsdam, Innenstadt",2021
02.01.2021,17:00 - 18:00,Potsdam,Für mehr Nachbarschaftlichkeit und Zusammenhalt in der Coronakrise,20,"Potsdam, Mövenstraße",2021
04.01.2021,18:00 - 20:00,Potsdam,"Kungebung ""Wie weiter 2021 im Kampf für Frieden""",100,Freifläche am Filmmuseum,2021
11.01.2021,18:00 - 20:00,Potsdam,"Kungebung ""Wie weiter 2021 im Kampf für Frieden""",100,Freifläche am Filmmuseum,2021
18.01.2021,18:00 - 20:00,Potsdam,"Kungebung ""Wie weiter 2021 im Kampf für Frieden""",100,Freifläche am Filmmuseum,2021
25.01.2021,18:00 - 20:00,Potsdam,"Kungebung ""Wie weiter 2021 im Kampf für Frieden""",100,Freifläche am Filmmuseum,2021
01.02.2021,18:00 - 20:00,Potsdam,"Kungebung ""Wie weiter 2021 im Kampf für Frieden""",100,Freifläche am Filmmuseum,2021
08.02.2021,18:00 - 20:00,Potsdam,"Kungebung ""Wie weiter 2021 im Kampf für Frieden""",100,Freifläche am Filmmuseum,2021
15.02.2021,18:00 - 20:00,Potsdam,"Kungebung ""Wie weiter 2021 im Kampf für Frieden""",100,Freifläche am Filmmuseum,2021
22.02.2021,18:00 - 20:00,Potsdam,"Kungebung ""Wie weiter 2021 im Kampf für Frieden""",100,Freifläche am Filmmuseum,2021
01.03.2021,18:00 - 20:00,Potsdam,"Kungebung ""Wie weiter 2021 im Kampf für Frieden""",100,Freifläche am Filmmuseum,2021
08.03.2021,18:00 - 20:00,Potsdam,"Kungebung ""Wie weiter 2021 im Kampf für Frieden""",100,Freifläche am Filmmuseum,2021
15.03.2021,18:00 - 20:00,Potsdam,"Kungebung ""Wie weiter 2021 im Kampf für Frieden""",100,Freifläche am Filmmuseum,2021
22.03.2021,18:00 - 20:00,Potsdam,"Kungebung ""Wie weiter 2021 im Kampf für Frieden""",100,Freifläche am Filmmuseum,2021
28.01.2021,07:30 - 09:00,Potsdam,Tagung des Agrarausschusses im Landtag,30,Alter Markt,2021
08.02.2021,13:00 - 14:30,Potsdam,Freiheit für Öcalan,4,Luisenplatz,2021
07.03.2021,11:00 - 18:00,Potsdam,Internationaler feministischer Kampftag,400,Schiffbauergasse 4,2021
09.02.2021,10:00 -10:30,Potsdam,Insektenschutz Paket,25,"Alleenstraße 9, 14469 Potsdam",2021
19.02.2021,16:00 - 19:00,Potsdam,Jahrestag Anschlag in Hanau 19.02.,100,Brandenburger Tor Potsdam / Ecke Schopenhauerstraße,2021
14.02.2021,14:00 - 16:00,Potsdam,Nur Eine nimmt in den Arm,10,Platz der Einheit,2021
17.02.2021,11:30 - 12:00,Potsdam,Gedenkveranstaltung für Corona-Opfer,20,Am Bassin 7,2021
20.02.2021,11:45 - 14:30,Potsdam,Rodung Nuthewäldchen,50,Humboldtring 120,2021
05.03.2021,13:00 - 14:30,Potsdam,Freiheit für Öcalan,4,Schopenhauer/ Ecke Zeppelinstraße,2021
19.03.2021,15:59 - 18:01,Potsdam,Klimaschutz,50,entlang der Breiten Straße,2021
03.03.2021,15:30 - 16:30,Potsdam,"Solidarität mit den des EvB-Klinikums, Umsetzung der Bürgerbegehren",15,Platz der Einheit N-W,2021
08.03.2021,10:00-11:30,Potsdam,Internationaler Frauentag,20,Rathaus Potsdam,2021
13.03.2021,12:00-19:00,Potsdam,Für freie Bildung und nachhaltige Entwicklung unserer Jugend,40,Brandenburger Straße /Brandenburger Tor 1 in Potsdam,2021
20.03.2021,12:00-18:00,Potsdam,Multikulturelles Friedensforum,100,Lustgarten,2021
24.04.2021,13:30-17:30,Potsdam,Solidarische Zukunft statt Kapitalismus,500,Karl-Liebknecht-Straße 25,2021
27.03.2021,15:00 - 16:30,Potsdam,Abrüsten statt aufrüsten,100,Steubenplatz,2021
04.03.2021,16:30 - 17:30,Potsdam,Anklage gegen die Iuventa 10,50,Platz der Einheit,2021
08.03.2021,14:00-16:00,Potsdam,Frauentag,6,Freifläche an der Stirnseite des Sparkassengebäudes Schopenhauer Stra-ße / Ecke Zeppelinstraße in 14467 Potsdam,2021
27.03.2021,15:00 - 17:00,Potsdam,Potsdam für Menschen statt für Profite,200,Innenstadt Potsdam,2021
13.03.2021,15:00-16:00,Potsdam,Braunkohle Fotoaktion,3,Am Bassin 7 in 14467 Potsdam,2021
13.03.2021,16:00-17:00,Potsdam,Braunkohle Fotoaktion,3,Am Alten Markt 1 in 14467 Potsdam,2021
15.03.2021,11:00 - 12:00,Potsdam,Naturnahe Oder muss bleiben.,50,Heinrich-Mann-Allee 107,2021
20.03.2021,09:30 - 14:00,Potsdam,AUTOKORSO - Kritik an Coronamaßnahmen,100,Land Brandenburg,2021
20.03.2021,13:30 - 17:00,Potsdam,"Ausgeschwurbelt! Gemeinsam gegen Corona, Quatschdenken und Nazigeschwurbel",200,Am Filmmuseum / Breite Straße,2021
20.03.2021,13:30 - 17:00,Potsdam,Kein Raum für Verschwörungserzähluingen,200,Filmmuseum/Breite Straße/Hotel Mercure,2021
27.03.2021,10:00 - 14:00,Potsdam,Infotisch zum Thema Immobilieninvestorennb,4,Zeppelinstraße 132,2021
23.03.2021,12:41:18:00,Potsdam,Demonstraion von Künstlern,25,Brandenburger Str./Ecke Lindenstraße 19,2021
24.03.2021,09:00 - 11:30,Potsdam,Keine Nordumfahrung B169,30-50,Alter Markt,2021
25.03.2021,15.00 - 18.00,Potsdam,Mahnwache zum Thema Sichere Bildung und NoCovid,10,Am Alten Markt 1 in 14467 Potsdam,2021
10.04.2021,13:00 - 15:00,Potsdam,NoCovid meets sichere Bildung,100,Am Alten Markt 1 in 14467 Potsdam,2021
01.05.2021,10:00 - 17:00,Potsdam,Kultur ins Grundgesetz,300,Am Alten Markt 9 in 14467 Potsdam,2021
27.03.2021,10:00 - 12:00,Potsdam,Housing Action Day,40,Humboldtring 120,2021
13.04.2021,16:00 - 18:00,Potsdam,Zeit für Taten - wir lassen uns nicht länger hinhalten,50,Steinstraße 104-106,2021
06.04.2021,17:00 - 18:00,Potsdam,Autokorso - Driving 4 Future,150,Innenstadt Potsdam,2021
08.04.2021,15:00 - 18:00,Potsdam,Mahnwache zum Thema Sichere Bildung und NoCovid,15,Alter Markt,2021
01.05.2021,10:00 - 15:00,Potsdam,1. Mai Demo - Solidarität ist Zukunft,500,"Bassinplatz, Alter Markt, Luisenplatz",2021
17.04.2021,13:00 - 20:00,Potsdam,Ausübung uneingeschränkter Reloigionsfreiheit / Gottesdienste,50,Lustgarten,2021
31.03.2021,15:00 - 18:00,Potsdam,Mahnwache zum Thema Sichere Bildung und NoCovid,15,Alter Markt,2021
30.03.2021,17:00 - 18:00,Potsdam,Für den Erhalt der Kultur in der CORONA-Zeit,20,Mövenstraße 2a,2021
31.03.2021,17:00 - 18:00,Potsdam,Für den Erhalt der Kultur in der CORONA-Zeit,20,Mövenstraße 2a,2021
01.04.2021,17:00 - 18:00,Potsdam,Für den Erhalt der Kultur in der CORONA-Zeit,20,Mövenstraße 2a,2021
03.04.2021,17:00 - 18:00,Potsdam,Für den Erhalt der Kultur in der CORONA-Zeit,20,Mövenstraße 2a,2021
05.04.2021,17:00 - 18:00,Potsdam,Für den Erhalt der Kultur in der CORONA-Zeit,20,Mövenstraße 2a,2021
06.04.2021,17:00 - 18:00,Potsdam,Für den Erhalt der Kultur in der CORONA-Zeit,20,Mövenstraße 2a,2021
07.04.2021,17:00 - 18:00,Potsdam,Für den Erhalt der Kultur in der CORONA-Zeit,20,Mövenstraße 2a,2021
08.04.2021,17:00 - 18:00,Potsdam,Für den Erhalt der Kultur in der CORONA-Zeit,20,Mövenstraße 2a,2021
09.04.2021,17:00 - 18:00,Potsdam,Für den Erhalt der Kultur in der CORONA-Zeit,20,Mövenstraße 2a,2021
10.04.2021,17:00 - 18:00,Potsdam,Für den Erhalt der Kultur in der CORONA-Zeit,20,Mövenstraße 2a,2021
06.04.2021,16:45 - 18:00,Potsdam,Gegen die Abschiebung nach Afghanistan,80,Alter Markt / Steubenplatz,2021
15.04.2021,15:00 - 18:00,Potsdam,Mahnwache zum Thema Sichere Bildung und NoCovid,15,Am Alten Markt 1 in 14467 Potsdam,2021
22.04.2021,15:00 - 18:00,Potsdam,Mahnwache zum Thema Sichere Bildung und NoCovid,15,Am Alten Markt 1 in 14467 Potsdam,2021
29.04.2021,15:00 - 18:00,Potsdam,Mahnwache zum Thema Sichere Bildung und NoCovid,15,Am Alten Markt 1 in 14467 Potsdam,2021
12.04.2021,18:00 - 20:00,Potsdam,"Kundgebung für Frieden, Freiheit und Freundschaft",50,Freifläche am Filmmuseum,2021
19.04.2021,18:00 - 20:00,Potsdam,"Kundgebung für Frieden, Freiheit und Freundschaft",50,Freifläche am Filmmuseum,2021
26.04.2021,18:00 - 20:00,Potsdam,"Kundgebung für Frieden, Freiheit und Freundschaft",50,Freifläche am Filmmuseum,2021
03.05.2021,18:00 - 20:00,Potsdam,"Kundgebung für Frieden, Freiheit und Freundschaft",50,Freifläche am Filmmuseum,2021
10.05.2021,18:00 - 20:00,Potsdam,"Kundgebung für Frieden, Freiheit und Freundschaft",50,Freifläche am Filmmuseum,2021
17.05.2021,18:00 - 20:00,Potsdam,"Kundgebung für Frieden, Freiheit und Freundschaft",50,Freifläche am Filmmuseum,2021
07.06.2021,18:00 - 20:00,Potsdam,"Kundgebung für Frieden, Freiheit und Freundschaft",50,Freifläche am Filmmuseum,2021
14.06.2021,18:00 - 20:00,Potsdam,"Kundgebung für Frieden, Freiheit und Freundschaft",50,Freifläche am Filmmuseum,2021
21.06.2021,18:00 - 20:00,Potsdam,"Kundgebung für Frieden, Freiheit und Freundschaft",50,Freifläche am Filmmuseum,2021
28.06.2021,18:00 - 20:00,Potsdam,"Kundgebung für Frieden, Freiheit und Freundschaft",50,Freifläche am Filmmuseum,2021
10.04.2021,11:30 - 13:30,Potsdam,"Interreligiöse Aussenandacht ""Friedenslicht Falkensee zu Gast in Potsdam""",50,Vorplatz Brandenburger Tor,2021
13.04.2021,17:00 - 20:30,Potsdam,Driving 4 Future,150,Innenstadt Potsdam,2021
17.04.2021,13:00 - 17:00,Potsdam,Gegen die ungerechte CORONA-Politik und klare Kante gegen CORONA-Kritik,200,Filmmuseum/Breite Straße,2021
17.04.2021,13:00 - 15:00,Potsdam,NoCovid trifft Sichere Bildung,50,Alter Markt 1,2021
24.04.2021,13:00 - 15:00,Potsdam,NoCovid trifft Sichere Bildung,50,Alter Markt 2,2021
27.04.2021,11:30 - 13:30,Potsdam,Protest wegen der Ausländerbehörde Potsdam,50,"F.-Ebert-Straße 79-81, Rathaus",2021
15.04.2021,,Potsdam,Spontandemo Mietendeckel in Potsdam,50,Rathaus Potsdam,2021
17.04.2021,15:00 - 16:00,Potsdam,Mahnwache für einen getöteten Radfahrer,20-30,Am Nuthedamm / Am Buchhorst,2021
17.04.2021,14:30 - 16:00,Potsdam,Wie soll es weitergehen,2,Lustgarten,2021
06.06.2021,11:30 - 12:30,Potsdam,Mehr Platz für das Fahrrad auf der Straße,50,Innenstadt Potsdam,2021
01.05.2021,16:00 - 19:00,Potsdam,1.Mai - Kundgebung,500,Lustgarten,2021
20.03.2021,14:30 - 16:00,Potsdam,"Für Frieden, Freiheit und Demokratie",500,Lustgarten,2021
20.04.2021,17:00 - 21:00,Potsdam,Nein zum geplanten § 28b IFSG am 21.04.2021,150,Innenstadt Potsdam,2021
27.04.2021,17:00 - 21:00,Potsdam,Driving 4 Future,150,Innenstadt Potsdam,2021
01.05.2021,15:00 - 19:00,Potsdam,Gegendemo zur AfD-Kundgebung,200,Filmmuseum,2021
05.05.2021,12:30 - 13:00,Potsdam,Kundgebung / Warnstreik,80,August-Bebel-Straße,2021
04.05.2021,10:00 - 11:00,Potsdam,Reformvorhaben Schließung von Arbeitsgerichtsstandorten im Land BB,30,Alter Markt,2021
05.05.2021,14:00 - 17:00,Potsdam,Mieterhöhungen zurücknehmen,50,Zepellinstraße / MBS-Arena,2021
29.04.2021,12:15 - 13:00,Potsdam,Übergabe eines Protestbriefes,10,Alter Markt,2021
08.05.2021,14:00 - 15:00,Potsdam,76. Jahrestag Ende des 2. Weltkrieges,30,"Alter Markt 9, Gedenkstein",2021
06.05.2021,15:00 - 18:00,Potsdam,NoCovid trifft Sichere Bildung,15,Alter Markt,2021
20.05.2021,15:00 - 18:00,Potsdam,NoCovid trifft Sichere Bildung,15,Alter Markt,2021
27.05.2021,15:00 - 18:00,Potsdam,NoCovid trifft Sichere Bildung,15,Alter Markt,2021
03.06.2021,15:00 - 18:00,Potsdam,NoCovid trifft Sichere Bildung,15,Alter Markt,2021
06.05.2021,15:00 - 17:00,Potsdam,Ein Jahr Bürgerbegehren für bessere Arbeitsbedingungen…,30,"Fr.-Ebert-Str. 79-81, Stadthaus Potsdam",2021
08.05.2021,15:30 - 18:00,Potsdam,Bewahrung der Grundrechte in einer epidemischen Lage,50,Vorplatz Brandenburger Tor (rechtsseitig Richtung Hegelallee),2021
15.05.2021,14:00 - 16:00,Potsdam,Wie soll es weitergehen,50,Freifläche vor dem Filmmuseum,2021
07.05.2021,17:30 - 19:15,Potsdam,Aufruf der Aktion EvacEUate zu Protestcamps…,120,Platz der Einheit 1,2021
08.05.2021,11:00 - 11:30,Potsdam,Gedenkveranstaltung zum 08.Mai,100,"Bassinplatz, sowjetisches Ehrenmal",2021
11.05.2021,17:00 - 21:00,Potsdam,Driving 4 Future,50,Innenstadt Potsdam,2021
01.05.2021,15:00 - 18:00,Potsdam,1. Mai - Nazifrei,100,Lustgarten,2021
01.05.2021,15:00 - 18:00,Potsdam,1. Mai - Nazifrei,100,Lustgarten,2021
21.05.2021,12:00 - 14:00,Potsdam,Aktion zur bundesweiten Public Climate School,25,Platz der Einheit 1,2021
18.05.2021,17:00 - 21:00,Potsdam,Driving 4 Future,50,Innenstadt Potsdam,2021
13.05.2021,10:00 - 12:00,Potsdam,Stellenwert des Breitensports für die Entwicklung der Kinder und Jugendlichen,,Alter Markt,2021
19.05.2021,18:30 - 21:00,Potsdam,Mehr Platz für das Fahrrad auf der Straße,,Fahrradkorso,2021
20.05.2021,12:00 - 14:00,Potsdam,Einbringung Gesetzentwurf Artenschutz im Landtag Brandenburg,15,Alter Markt,2021
25.05.2021,17:00 - 21:00,Potsdam,Driving 4 Future,50,Innenstadt Potsdam,2021
29.05.2021,16:00 - 21:00,Potsdam,Vielfalt gewinnt - gemeinsam für einen solidarischen Kiez,500,Karl Liebknecht Straße 90 / Stadion,2021
19.06.2021,15:00 - 19:00,Potsdam,Tag der Verkehrssicherheit,100,Fahrradkorso,2021
01.06.2021,17:00 - 21:00,Potsdam,Driving 4 Future,50,Innenstadt Potsdam,2021
10.06.2021,15:00 - 18:00,Potsdam,Sichere Bildung und Niedriginzidenzstrategie,10,Am Alten Markt 1 in 14467 Potsdam,2021
23.06.2021,14:00 - 16:00,Potsdam,"Gerechte Bildung für Alle - keine ""lost generation"" durch Corona Abitur/Studium",150,Alter Markt,2021
17.06.2021,17:30 - 18:30,Potsdam,Kranzniederlegung zum Volksaufstand 1953,20,Friedrich-Engels-Straße 79,2021
09.06.2021,20:00 - 20:30,Potsdam,Global water Dances…,100,Park Babelsberg an der Gerichtslaube,2021
11.06.2021,20:00 - 20:30,Potsdam,Global water Dances…,100,Park Babelsberg an der Gerichtslaube,2021
12.06.2021,20:00 - 20:30,Potsdam,Global water Dances…,100,Freundschaftsinsel,2021
05.06.2021,10:30 - 11:30,Potsdam,Verkehrsaktionswochenende,10,B2 / H.-Heine-Weg,2021
17.06.2021,15:00 - 18:00,Potsdam,Sichere Bildung und Niedriginzidenzstrategie,10,Am Alten Markt 1 in 14467 Potsdam,2021
04.09.2021,10:00 - 16:00,Potsdam,Sonnenhofroute - Mehr Verantwortung für schwerstkranke Kinder übernehmen,250,Potsdam,2021
19.06.2021,09:30 - 21:00,Potsdam,Umdenken & Neudenken…Klimakrise verhindern,50,Lindenstraße,2021
20.06.2021,09:30 - 16:00,Potsdam,Umdenken & Neudenken…Klimakrise verhindern,50,Lindenstraße,2021
08.06.2021,17:00 - 21:00,Potsdam,Driving 4 Future,50,Innenstadt Potsdam,2021
16.06.2021,14:00 - 15:30,Potsdam,Kraftwerkbau Krampnitz,42,"F.-Ebert-Straße 79-81, Rathaus",2021
19.06.2021,17:00 - 21:00,Potsdam,bundesweiter Aktionstag Seebrücke,300,Bassinplatz,2021
16.06.2021,11:30 - 13:30,Potsdam,Bundesweiter Protest der Beschäftigten aus Krankenhäuser etc.,200,Henning-von-Tresckow-Straße 2-13,2021
21.07.2021,10:30 - 16:00,Potsdam,Women in Exile,100,Alter Markt 1,2021
22.06.2021,17:00 - 18:00,Potsdam,80. Jahrestag des Überfalls auf die Sowjetunion-Frieden mit Rußland,120,"Bassinplatz, Ehrenhain für die Sowjetsoldaten",2021
19.06.2021,08:30 - 11:30,Potsdam,Wir machen uns fit für den Arbeitskampf,50,Lustgarten Potsdam,2021
19.06.2021,09:30 - 12:30,Potsdam,Aktionstag Mietenstopp,50,Heiner Carow Platz 1,2021
19.06.2021,14:00 - 17:00,Potsdam,Kulturnot - Wie kulturrelevant ist das System,300,Potsdamer Innenstadt,2021
22.06.2021,17:00 - 21:00,Potsdam,Driving 4 Future,20,Innenstadt Potsdam,2021
23.06.2021,09:15 - 00:00,Potsdam,Mahnwache zur Beschlusslage API und Insektenschutzprogramm,50,Gregor-Mendel-Straße 3 (CDU Landesverband Brandenburg),2021
05.07.2021,18:00 - 20:00,Potsdam,"Für Frieden, Freiheit und Freundschaft",50,Platz vor dem Filmmuseum,2021
12.07.2021,18:00 - 20:00,Potsdam,"Für Frieden, Freiheit und Freundschaft",50,Platz vor dem Filmmuseum,2021
19.07.2021,18:00 - 20:00,Potsdam,"Für Frieden, Freiheit und Freundschaft",50,Platz vor dem Filmmuseum,2021
26.07.2021,18:00 - 20:00,Potsdam,"Für Frieden, Freiheit und Freundschaft",50,Platz vor dem Filmmuseum,2021
02.08.2021,18:00 - 20:00,Potsdam,"Für Frieden, Freiheit und Freundschaft",50,Platz vor dem Filmmuseum,2021
09.08.2021,18:00 - 20:00,Potsdam,"Für Frieden, Freiheit und Freundschaft",50,Platz vor dem Filmmuseum,2021
16.08.2021,18:00 - 20:00,Potsdam,"Für Frieden, Freiheit und Freundschaft",50,Platz vor dem Filmmuseum,2021
23.08.2021,18:00 - 20:00,Potsdam,"Für Frieden, Freiheit und Freundschaft",50,Platz vor dem Filmmuseum,2021
30.08.2021,18:00 - 20:00,Potsdam,"Für Frieden, Freiheit und Freundschaft",50,Platz vor dem Filmmuseum,2021
06.09.2021,18:00 - 20:00,Potsdam,"Für Frieden, Freiheit und Freundschaft",50,Platz vor dem Filmmuseum,2021
13.09.2021,18:00 - 20:00,Potsdam,"Für Frieden, Freiheit und Freundschaft",50,Platz vor dem Filmmuseum,2021
20.09.2021,18:00 - 20:00,Potsdam,"Für Frieden, Freiheit und Freundschaft",50,Platz vor dem Filmmuseum,2021
27.09.2021,18:00 - 20:00,Potsdam,"Für Frieden, Freiheit und Freundschaft",50,Platz vor dem Filmmuseum,2021
12.08.2021,09:00 - 10:30,Potsdam,Übergabe Forderungen zur Wasserrahmenrichtlinie,20,Alter Markt,2021
13.08.2021,20:00 - 21:30,Potsdam,Gedenken an den Mauerbau,50,Glienicker Brücke,2021
24.09.2021,12:00 - 16:00,Potsdam,Globaler Klimastreik anl. der Bundestagswahl am 26.09.2021,500,Innenstadt Potsdam,2021
14.08.2021,13:00 - 22:00,Potsdam,Schaffung der Verkehrswende hin zum Umweltverbund,100,Innenstadt Potsdam,2021
28.07.2021,11:00 - 12:00,Potsdam,Tofu hat noch nie eine Pandemie verursacht,7,Luisenplatz,2021
14.08.2021,10:00 - 14:00,Potsdam,Wahlkampfversammlung,300,Alter Markt 9,2021
31.07.2021,12:00 - 13:00,Potsdam,Gedenkveranstaltung zum 127. Todestag Max Dortus,30,"Hegelallee 6-10, Haus 9",2021
02.09.2021,12:45 - 13:30,Potsdam,Ohne Kerosin nach Berlin,50,Innenstadt Potsdam nach Berlin,2021
31.07.2021,10:00 - 12:00,Potsdam,Panafrikanischer Frauentag,60,Innenstadt Potsdam,2021
06.09.2021,10:00 - 17:00,Potsdam,Ohne Kerosin nach Berlin,150,Schopsdorf nach Potsdam,2021
31.07.2021,18:00 - 0:00,Potsdam,Für die Reformation des Katastrophenschutzes aufgrund der staatlichen Verfehlung beim Hochwasser 2021,1000,Lustgarten Potsdam,2021
15.09.2021,17:00 - 20:00,Potsdam,Erhalt des Rechenzentrums,200,Rechenzentrum Potsdam,2021
05.08.2021,10:30 - 12:00,Potsdam,Tesla Genehmigungsverfahren der Landesregierung,40,Henning-von-Tresckow-Straße 2-13,2021
03.08.2021,16:00 - 22:00,Potsdam,Gedenken der Opfer von Staatsgewalt am 01.08.2021 in Berlin! Für Rechtsstaatlichkeit und Meinungsfreiheit!,50,Luisenplatz,2021
11.08.2021,07:30 - 09:30,Potsdam,"Infoveranstaltung, wir bitten zu Tisch",30,Alter Markt 1,2021
13.08.2021,14.00 - 17.00,Potsdam,Gedenkveranstaltung zum Tag des Mauerbaus,150,"Glienicker Brücke, NIKE",2021
14.08.2021,16:00 - 16:45,Potsdam,Wahlwerbung für Volt Deutschland,40,Innenstadt Potsdam,2021
10.08.2021,09:00 - 23:00,Potsdam,Tarifauseinandersetzung mit der Spielbank Potsdam,5,Spielbank Potsdam,2021
13.08.2021,18:30 - 00:00,Potsdam,Tarifauseinandersetzung mit der Spielbank Potsdam,10,Spielbank Potsdam / Schossstraße,2021
13.08.2021,14:15 - 15:30,Potsdam,Klimakrise,10,Berliner Straße (Glienicker Brücke),2021
17.08.2021,10:30 - 14:30,Potsdam,Tarifauseinandersetzungen,50,Steinstraße 104-106,2021
01.09.2021,17:00 - 18:30,Potsdam,Gedenken zum Weltfriedenstag,120,Vorplatz BRB-Tor,2021
17.08.2021,19:00 - 20:30,Potsdam,zivile Luftbrücke jetzt - Afghanistan nicht im Stich lassen,200,"Alter Markt, Fortunaportal",2021
09.09.2021,18:00 - 21:00,Potsdam,"Abschiebung, Frontex, Bundespolizei, Lufthansa",500,Innenstadt Potsdam,2021
11.09.2021,10:00 - 13:00,Potsdam,Energiepolitik des Landes Brandenburg,50,Vorplatz BRB-Tor,2021
18.09.2021,09:00 - 18:00,Potsdam,Bundesweites Aktionswochenende Kidical Mass,50,Innenstadt Potsdam,2021
29.08.2021,13:00 - 18:00,Potsdam,Gegen die Verfolgung und den Organraub an Falun Gong-Paktizierenden…,8,Innenstadt Potsdam,2021
25.09.2021,12:00 - 15:00,Potsdam,"Der Schuh drückt, Entwicklung der Gesellschaft in der Coronazeit",100,Brandenburger Tor,2021
