Datum,Ort (ausschließlich Dresden),Thema,Teilnehmer,sheet_name
2022-03-28,Dresden/Pieschener Allee - Dippolsdiswalde,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,150,2022
2022-03-28,Leipziger Str. - Bürgerstr. - Trachauer Str. - Leipziger Str.,"Demo für Frieden, Freiheit & Selbstbestimmung",200,2022
2022-03-28,Lennestr. - Neumarkt - Lennestraße,"Frieden, freie Impfentscheidung",750,2022
2022-03-29,Endhaltestelle Wilder Mann,Kein Platz für Querdenker und Verschrörungstheorien in Trachau,20,2022
2022-04-01,Altmarkt - Carolabrücke - Marienbrücke - Altmarkt,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-04-04,Dresden/Pieschener Allee - Lingnerallee,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,200,2022
2022-04-04,Leipziger Str. - Seumestraße - Leisniger Platz - Leipziger Str.,"Demo für Frieden, Freiheit & Selbstbestimmung",150,2022
2022-04-04,Lingnerallee - Rathenauplatz - Pirnischer Platz - Neumarkt - Straßburger Platz Lennestraße,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",750,2022
2022-04-08,Altmarkt - Carolabrücke - Marienbrücke - Altmarkt,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-04-09,Albrechtplatz,Seit Corona ist der Drogenkonsum in Sachsen stark gestiegen! -  Wir tun etwas dagegegen!,20,2022
2022-04-10,Neumarkt - Pirnaischer Platz - Altmarkt - Neumarkt,Grundgesetz und Demokratie schützen,1000,2022
2022-04-10,Alaunplatz-Augustusbrücke-Altmarkt,Fight Pegida everyday,200,2022
2022-04-10,Wasaplatz-Altmarkt,Sie sind wieder da … wir sind mehr!,60,2022
2022-04-10,Altmarkt,Nationalismus raus aus den Köpfen,800,2022
2022-04-10,Neumarkt - Wildsdruffer Str. - Neumarkt,Nationalismus raus aus den Köpfen,800,2022
2022-04-11,Wilsdruffer Straße  ,"Hop, hop, Schwurbelstopp!",20,2022
2022-04-11,Dresden/Pieschener Allee - n.b.,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,200,2022
2022-04-11,Leipziger Str. - Seumestraße - Leisniger Platz - Leipziger Str.,"Demo für Frieden, Freiheit & Selbstbestimmung",150,2022
2022-04-11,Lingnerallee - Rathenauplatz - Pirnischer Platz - Neumarkt - Straßburger Platz Lennestraße,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",750,2022
2022-04-13,Pfotenhauerstraße - Arnoldstr.,Für Demokratie. Für Solidarität,1500,2022
2022-04-14,Dresden/Pieschener Allee - Dippolsdiswalde,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,300,2022
2022-04-15,Neumarkt - Wiener Platz - Neumarkt,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-04-18,Dresden/Pieschener Allee - n.b.,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,200,2022
2022-04-18,Königsbrücker Str. 88,Kein Platz für Quergida!,30,2022
2022-04-18,Olbrichtplatz - LDS - Rathaus,Ostermarsch 2022,300,2022
2022-04-18,Lingnerallee - Hbf - Feldgasse - Georgplatz - Lenneplatz,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",500,2022
2022-04-18,Lingnerallee - Wasaplatz - Richard-Strauss-Platz - Lenneplatz,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",500,2022
2022-04-22,Altmarkt - Friedrichstadt - Altmarkt,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-04-23,Hbf - Altmarkt - Albertplatz,No War - Krieg in Südkurdistan,100,2022
2022-04-25,Dresden/Pieschener Allee - Radeberg,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,140,2022
2022-04-29,Postplatz - Wiener Platz - Rathausplatz - Postplatz,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-04-30,Theatherplatz,Solidarität mit den Menschen in der Ukraine!,100,2022
2022-04-30,Theatherplatz - Pirnaischer Platz - Carolabrücke - Augustusbrücke - Theaterplatz,"Weltfrieden, kein Krieg in Europa, Völkerverständigung, keine Propaganda in den Schulen",200,2022
2022-04-30,Theatherplatz - Rathausplatz - Theatherplatz,Solidarität mit der Ukraine,200,2022
2022-05-01,Theatherplatz,Auftakt OB-Wahl,300,2022
2022-05-02,Dresden/Pieschener Allee - n.b.,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,200,2022
2022-05-02,Carolabrücke,Pop-up-Radweg: Lückenschluss Carolabrücke,n.b.,2022
2022-05-02,Lennestraße - Striesener Str. - ReißigerStraße - Lennestraße,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",500,2022
2022-05-03,Carolabrücke,Pop-up-Radweg: Lückenschluss Carolabrücke,n.b.,2022
2022-05-06,Postplatz -  Pirnaische Platz - Carolabrücke- Marienbrücke - Postplatz,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-05-08,Theaterplatz,Nie wieder Faschismus! Nie wieder Krieg!,1000,2022
2022-05-09,Dresden/Pieschener Allee - Pirna,Autokorso für eine freie Impfentscheidung und die Wiederherstellung aller Grundrechte,200,2022
2022-05-09,Lennestraße - Altmarkt - Prager Str. - Bürgerwiese -Lennestraße,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",500,2022
2022-05-13,Postplatz - Budapester Straße - Wiener Platz - Georgplatz - Postplatz ,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-05-16,Dresden/Pieschener Allee - n.b.,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,200,2022
2022-05-16,Lennestraße - Terrassenufer - Wilsdruffer Str. - Lennestraße,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",300,2022
2022-05-18,Bautzner Str. - Radeberger Str.,Es lebe die Ukraine!,150,2022
2022-05-20,Postplatz - Friedrichstraße - Könneritzstraße - Annenstraße - Postplatz ,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-05-20,Postplatz,Freie Sachsen unterstützen den Protest gegen die Impfpflicht!,20,2022
2022-05-20,Kochstr. - Schenkendorfstraße,Späti Tour: Solidarität mit den Leipziger Spätverkäufen für eine Flexibilisierung der Ladenöffnungen,25,2022
2022-05-21,Neumarkt,Fight for solidarity - Stoppt die Kriminalisierung von Flucht und Seenotrettung ,20,2022
2022-05-21,Helmut-Schön-Allee,Keine Show für Täter,50,2022
2022-05-22,Postplatz - Theaterplatz – Rathenauplatz – Postplatz,Solidarität mit der Ukraine,500,2022
2022-05-23,Prager Straße,Demo für eine freie Impfentscheidung und die Wiederherstellung der Grundrechte,150,2022
2022-05-23,Lennestraße - n.b.,Geradedenken,60,2022
2022-05-23,Lennestraße - Hbf - Lenneplatz - Lennestraße,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",300,2022
2022-05-27,Postplatz - Carolabrücke - Marienbrücke - Postplatz,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-05-30,Dresden/Pieschener Allee - n.b.,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,200,2022
2022-05-30,Lennestraße - Fritz-Löffler-Platz - Franklinstr. - Lennestraße,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",300,2022
2022-06-03,Neumarkt - Wiener Platz - Neumarkt,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-06-05,Neumarkt - Pirnaischer Platz - Theaterplatz - Neumarkt,Solidarität mit der Ukraine,500,2022
2022-06-06,Dresden/Pieschener Allee - n.b.,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,200,2022
2022-06-06,Lennestraße - Prager Str. - Rathausplatz - Lennestraße,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",300,2022
2022-06-07,Schillerplatz,Stoppt den fossilen Wahnsinn!,12,2022
2022-06-09,Neustädter Markt ,Versammlung für freie Wahlen mit legalen Kandidaten,100,2022
2022-06-10,Theatherplatz - Neumarkt - Terassenufer - Postplatz,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-06-10,Jacob-Winter-Platz ,ENERGIEPREISSTOPP JETZT,20,2022
2022-06-11,auf der Elbe von Kleinschachwitz bis Übigau,kritisches hinterfragen zur Obermeisterwahl Dresden,36,2022
2022-06-13,Dresden/Pieschener Allee - Waldschlößchenbrücke - Radeberg,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,200,2022
2022-06-13,Lennestraße - Prager Str. - Rathausplatz - Lennestraße,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",300,2022
2022-06-17,Postplatz - Annenstraße - Rathausplatz - Neumarkt - Postplatz,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-06-18,Neumarkt - Wilsdruffer Str. - Postplatz - Budapester Str. - Postplatz - Neumarkt,"Demo für Frieden, Freiheit und eine freie Impfentscheidung",3000,2022
2022-06-18,Postplatz - Dippoldiswalder Platz - Fritz-Löffler- Platz - HBF - Pirnaischer Platz,Querdenken die Straßen nehmen,100,2022
2022-06-20,Dresden/Pieschener Allee - n.b.,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,200,2022
2022-06-20,Lennestraße - Prager Str. - Rathausplatz - Lennestraße,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",300,2022
2022-06-24,Postplatz - Pirnaischer Platz - HBF - Postplatz,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-06-24,St. Petersburger Str.,Stoppt den fossilen Wahnsinn!,21,2022
2022-06-26,Neumarkt - Pirnaischer Platz - Dr. Külz Ring - Postplatz - Neumarkt,Solidarität mit der Ukraine,300,2022
2022-06-27,Neumarkt,Stop it!,200,2022
2022-06-27,Dresden/Pieschener Allee - n.b.,Autokorso für eine lautstarke Impfaufklärung und gegen die 2G-Apartheit,200,2022
2022-06-27,Neumarkt,Demo für eine freie Impfentscheidung und die Wiederherstellung der Grundrechte,500,2022
2022-06-27,Lennestraße - Neumarkt - Pirnaischer Platz - Lennestraße,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",300,2022
2022-07-01,Postplatz -Brühlsche Terrasse - Georgplatz - Sternplatz - Postplatz,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-07-01,Karlsruher Str.,Waffeln statt Waffen,10,2022
2022-07-04,Alaunpark - Bautzner Straße - Albertbrücke - Neumarkt,Dresden braucht Veränderung,200,2022
2022-07-04,Lennestraße - Pirnaischer Platz - Rathausplatz - St. Petersburger Straße - Parkstraße - Lennestraße,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",300,2022
2022-07-08,Postplatz - Neumarkt - Augustusbrücke - Marienbrücke - Theaterplatz - Postplatz,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-07-08,Postplatz - Neumarkt - Theaterplatz -Augustusbrücke - Marienbrücke - Postplatz,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,1000,2022
2022-07-09,Neumarkt,Solidaritätskundgebung für die Ukraine,300,2022
2022-07-09,Alaunpark - Bautzner Straße - Königsbrücker Str. - Alaunpark,Diversity & Tolerance - für eine BUNTE Neustadt,50,2022
2022-07-11,Dresden/Pieschener Allee - Bad Schandau,Autokorso für eine freie Impfentscheidung ,100,2022
2022-07-11,Bautzner Straße,Stoppt den fossilen Wahnsinn!,21,2022
2022-07-11,Lennestraße - Fetscherplatz - Stübelallee - Lennestraße,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",300,2022
2022-07-11,Alaunplatz - Albertbrücke - Rathausvorplatz,Stop it!,200,2022
2022-07-13,Bernhard-von-Lindenau-Platz,Diplomaten statt Granaten,3,2022
2022-07-13,vor dem Landtag,Forderung von Gemeinwohlverpachtung der sächsischen Landwirtschaftsflächen,30,2022
2022-07-14,Landtag,Klimaschutz und Energiesouveränität,15,2022
2022-07-14,Jorge-Gomondai-Platz,Internationaler Tag der nichtbinären Menschen,40,2022
2022-07-15,Postplatz - Wiener Platz -  Pirnaischer Platz - Postplatz ,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-07-18,Lennestraße - Pirnaischer Platz - Neumarkt - Pirnaischer Platz - Lennestraße,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",300,2022
2022-07-22,Postplatz - Marienbrücke - Augustusbrücke - Postplatz,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-07-23,Conertplatz - Kesselsdorfer Str. - Löbtau Passage - Conertplatz,Löbtau bleibt links - Kein Viertel für Nazis,250,2022
2022-07-23,Schlossplatz  - Schießgasse - Postplatz - Schlossplatz,Solidarität mit der Ukraine,500,2022
2022-07-24,Schlesischer Platz - A4 - Alaunplatz,Stoppt den Ausbau der A4! Sozial-ökologische Verkehrswende jetzt!,400,2022
2022-07-25,Lennestraße - Pirnaischer Platz - Neumarkt - Pirnaischer Platz - Lennestraße,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",300,2022
2022-07-28,Hammerweg,Unsere Solidarität gegen politischen Verrat,50,2022
2022-07-29,Postplatz - Pirnaischer Platz - HBF - Postplatz,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,2000,2022
2022-08-01,Lingnerallee - Comeniusplatz - Lingnerallee,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",250,2022
2022-08-03,Hammerweg,Unsere Solidarität gegen politischen Verrat,50,2022
2022-08-04,Hammerweg,Unsere Solidarität gegen politischen Verrat,50,2022
2022-08-05,Hammerweg,Unsere Solidarität gegen politischen Verrat,50,2022
2022-08-05,Postplatz - Neumarkt  - Wiener Platz - Postplatz,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,500,2022
2022-08-08,Lingnerallee - Theaterplatz - Lingnerallee,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",300,2022
2022-08-08,Helmut-Schön-Allee/Ecke Lennéstraße ,Freie Sachsen unterstützen den Montagsprotest in Dresden,10,2022
2022-08-12,Postplatz - Neumarkt  - Carolabrücke - Augustusbrücke - Postplatz,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,500,2022
2022-08-13,Schlossplatz  - Wilsdruffer Str. - Dr.-Külz-Ring - Schlossplatz,Solidarität mit der Ukraine,500,2022
2022-08-15,Lingnerallee - Prager Straße - Lingnerallee,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",300,2022
2022-08-15,Pirnaischer Platz,#DontForgetAfghanistan,100,2022
2022-08-18,Strehlener Platz ,78. Jahrestag der Ermordung Ernst Thälmann,20,2022
2022-08-19,Seestraße - Carolabrücke - Marienbrücke - Postplatz - Seestraße,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,n.b.,2022
2022-08-22,Wilsdruffer Str. - Pirnaischer Platz - Großer Garten,Fight them ,100,2022
2022-08-22,Lingnerallee - Prager Straße - Lingnerallee,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",350,2022
2022-08-24,Schlossplatz  - Wilsdruffer Str. - Dr.-Külz-Ring - Schlossplatz,Solidarität mit der Ukraine,500,2022
2022-08-25,Neumarkt,Tier-)Babys gehören nicht auf den Grill!,10,2022
2022-08-26,Rudolf-Leonhard-Straße unterhalb des AZ Conni,Schlimm! Stadtteilkultur retten,300,2022
2022-08-26,Bautzner Straße,Stoppt den fossilen Wahnsinn!,30,2022
2022-08-26,Postplatz - Rathenauplatz - Comeniusstraße - Postplatz,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,n.b.,2022
2022-08-27,Neumarkt,Solidarität mit der Ukraine,n.b.,2022
2022-08-27,Rudolf-Leonhard-Straße unterhalb des AZ Conni,Schlimm! Stadtteilkultur retten,300,2022
2022-08-29,Lingnerallee - Prager Straße - Lingnerallee,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",400,2022
2022-08-31,Neumarkt - Theaterplatz,Wieviel Bauernsterben können wir uns noch leisten?,100,2022
2022-09-01,Königsbrücker Str. 88,Mahnwache für einen unabhängigen öffentlich-rechtlichen Rundfung,100,2022
2022-09-01,Große Meißner Str. 15,Gegendemo zur Klausurtagung SPD Bundestagsfraktion,50,2022
2022-09-02,Postplatz - Prager Straße - Wiener Platz - Terassenufer - Schloßplatz - Postplatz,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,500,2022
2022-09-03,HbF,Gegen Willkür bei der Bundespolizei und DB Sicherheit im Hauptbahnhof Dresden. Für transparentes und diskriminierungsfreies Polizeihandeln,30,2022
2022-09-05,Lingnerallee - Terrasenufer - Pirnaischer Platz - Lingnerallee,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",500,2022
2022-09-05,Bayrische Str.,Fight Racism,74,2022
2022-09-07,Rathener Str. - Schönaer Str. - Rathener Straße,Nordstream 2 sofort öffnen,100,2022
2022-09-08,Landtag,gegen die Errichtung einer Industriemäßigen Milchviehanlage ,20,2022
2022-09-09,Postplatz - Albertbrücke - Carolaplatz - Augustusbrücke - Postplatz,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,500,2022
2022-09-12,Pieschener Allee - Pirnaischer Platz - Postplatz - Elbepark - Kulturpalast - Pieschener Allee,Autokorso für eine nachhaltige Energiepolitik und eine freie Impfentscheidung ,100,2022
2022-09-12,Wiener Platz,End Racial Profiling,74,2022
2022-09-12,Lingnerallee - Terrasenufer - Pirnaischer Platz - Lingnerallee,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",500,2022
2022-09-14,Rathener Str. - Försterlingstr. - Rathener Straße,Nordstream 2 sofort öffnen,150,2022
2022-09-14,Pirnaer Landstraße 217,Rechte Mobilisierung stoppen,60,2022
2022-09-15,Rathausplatz,Bezahlbare Energie,50,2022
2022-09-16,Postplatz - Theatherplatz - Terrassenufer - Rathenauplatz - Postplatz,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,500,2022
2022-09-16,Hamburger Str. 15,Für ein Bleiberecht von Mohammad K. - Gegen die Brutalität sächsischer Abschiebepolitiken,50,2022
2022-09-17,Hamburger Str. 15,Bleiberecht für Mohammad K. - Gegen die Brutalität sächsischer Abschiebepolitiken,50,2022
2022-09-19,Helmut-Schön-Allee/Ecke Lennéstraße ,Freie Sachsen unterstützen den Montagsprotest in Dresden,10,2022
2022-09-19,Lenestraße - Wiener Platz,Rassismus tötet,74,2022
2022-09-19,Lingnerallee - Terrasenufer - Pirnaischer Platz - Lingnerallee,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",1125,2022
2022-09-21,Landtag,Raus aus dem Bildungsnotstand,1000,2022
2022-09-21,Rathener Str. - Försterlingstr. - Rathener Straße,Nordstream 2 sofort öffnen,150,2022
2022-09-22,Landtag,Gesellschaftlichen Zusammenhalt sichern,500,2022
2022-09-23,Cockerwiese - Albertbrücke - Augustusbrücke - Cockerwiese,Globaler Klimastreik,4000,2022
2022-09-23,Postplatz - Lenneplatz - Wiener Platz - Prager Str. - Postplatz,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,500,2022
2022-09-24,Alaunstraße,Menschenrechtszerstörung im Iran,30,2022
2022-09-26,Prager Straße,"Montagsdemo für Frieden, Freiheit und Demokratie",200,2022
2022-09-26,Rathener Str. - Försterlingstr. - Rathener Straße,Nordstream 2 sofort öffnen,100,2022
2022-09-26,Lingnerallee - Prager Straße - Lingnerallee,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",1500,2022
2022-09-26,Kulturpalast,Wählen ohne Wahl,30,2022
2022-09-27,Wiener Platz - Altmarkt,Gedenken an Masha Amini - in Solidarität mit den Protesten im Iran und für die Selbstbestimmung aller Frauen,50,2022
2022-09-28,Rathener Str. - Bahnhofstr. - Rathener Straße,Demonstration für bezahlbare Energie und Frieden,150,2022
2022-09-30,Postplatz - Lenneplatz - Wiener Platz - Prager Str. - Postplatz,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,500,2022
2022-09-30,Straßburger Platz,Stoppt den fossilen Wahnsinn!,30,2022
2022-10-01,Friedrich-List-Platz - Goldener Reiter,Für Selbstbestimmung und Freiheit,500,2022
2022-10-01,Hochschulstraße,SAUF - Studierende bleiben liegen: Für wirkliche Freiheit von Wissenschaft,50,2022
2022-10-01,Dr. Külz Ring,Dresden mahnt - Keinen Euro für Krieg und Zerstörung,150,2022
2022-10-01,Friedrich-List-Platz ,Freie Sachsen unterstützen den Protest der Studenten,10,2022
2022-10-03,Blaue Wunder,Tag der Einheit,100,2022
2022-10-03,Schloßplatz,Unser Land zuerst,300,2022
2022-10-03,Blaues Wunder,Haltung zeigen! Für ein Buntes Wunder,100,2022
2022-10-03,Zschierener Bootslippe - Elbe - Uferkran Übigau,Mit dem Boot in die Freiheit / Freie Impfentscheidung,40,2022
2022-10-03,Waldschlößchenbrücke,Haltung zeigen! Verbinden statt spalten,100,2022
2022-10-03,Bühlau - Plattleite und zurück,Bühlau geht Montags spazieren,50,2022
2022-10-03,Alaunplatz - Schloßplatz - Neumarkt - Schloßplatz,Faschismus bekämpfen,74,2022
2022-10-03,Lingnerallee - Theaterplatz - Lingnerallee,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",1500,2022
2022-10-05,Rathener Strasse bis Alte Straße,Demonstration für bezahlbare Energie und Frieden,150,2022
2022-10-06,Rathausplatz,"Bezahlbare Energie! Steuern senken, Nord-Stream II öffnen",50,2022
2022-10-07,Postplatz - Friedrichstrasse - Ermischstrasse -Postplatz,Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,500,2022
2022-10-08,Theaterplatz beim Denkmal,Gegen das Taliban Regime in Afghanistan,300,2022
2022-10-10,Bühlau - Bibliothek Bautzner Strasse - Restuarant Delizia und zurück,Bühlau geht Montags spazieren,150,2022
2022-10-10,Lingnerallee - Neumarkt - Lingnerallee,"Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",1500,2022
2022-10-10,"P+R Parkplatz ""Rinne"" Messering - Pieschener Allee - Terrassenufer - Tolkewitzer Str. - 1. Kundgebung Schillerplatz -  Putjatinstr. - Schönaer Str. - 2. Kundgebung Parkplatz - Rathener Pirnaer Landstr. - Prohliser Allee - Kundgebung Jacob-Winter-Platz - P+R Parkplatz ""Rinne"" Messering",Autokorso ,100,2022
2022-10-10,Neumarkt,Ukraine now,100,2022
2022-10-12,Rathener Strasse - Rosenthaler Strasse - Bahnhofstrasse - Rathener Strasse,Demonstration für bezahlbare Energie und Frieden,100,2022
2022-10-13,Straßburger Platz,Stoppt den fossilen Wahnsinn!,30,2022
2022-10-14,Leisniger Platz - Bürgerstraße - Zwischenkundgebung Bischofsplatz - Görlitzer Strasse - Bautzner Strasse dort Abschlusskundgebung am Artesischen Brunnen,Für das Leben - Kurdistan verteidigen,100,2022
2022-10-14,ZschachCenter Ecke Bahnhofstrasse,Heißer Herbst in Dresden,20,2022
2022-10-14,Postplatz - Terrassenufer - Schießgasse - Wilsdruffer Strasse - Postplatz,"Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung ,gegen gesellschaftliche Spaltung und einen freien Dialog",500,2022
2022-10-14,Jüdenhof,Freie Sachsen unterstützen den Protest der Handwerker,10,2022
2022-10-15,Neumarkt,"Problematik Infektionsschutzgesetz, mRNA Impfung, Maskenpflicht und Frieden schaffen ohne Waffenlieferungen in Krisengebiete",5,2022
2022-10-17,"""Wendehammer"" Staatskanzlei",Unsere Chancen für ein besseres Hochschulgesetz,50,2022
2022-10-17,"Prohliszentrum, Übergang Wochenmarkt",Mahnwache: Heißer Herbst braucht Solidarität,8,2022
2022-10-17,Lingner Allee - Straßburger Platz - Terrrassenufer - Rathenauplatz - Straßburger Platz - Lingner Allee,"Montagsspaziergang ""Dresden vereint"" Frieden, freie Impfentscheidung, mehr Dialog um gesellschaftliche Spaltung zu überwinden",1500,2022
2022-10-17,Neumarkt,"Problematik Infektionsschutzgesetz, mRNA Impfung, Maskenpflicht und Frieden schaffen ohne Waffenlieferungen in Krisengebiete",15,2022
2022-10-17,Bautzener Landstr. -Ecke Plattleitle und zurück,Bühlau geht Montags spazieren,150,2022
2022-10-19,Rathener Strasse - Kugelmannstr.  - Rathener Strasse,Demonstration für bezahlbare Energie und Frieden,120,2022
2022-10-20,Georg Treu Platz,Mahnwache für Frieden -  gegen Gewalt und Krieg überall,10,2022
2022-10-21,Postplatz - Wiener Platz -  Pirnaischer Platz - Prager Str. -Postplatz ,"Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,
gegen gesellschaftliche Spaltung und für einen friedlichen Dialog
",500,2022
2022-10-22,Theaterplatz,SoliSound Flucht hat immer einen Grund,1500,2022
2022-10-22,Goldener Reiter- Carolaplatz- Theaterplatz,Solidarischer Herbst,5000,2022
2022-10-22,Theaterplatz,SoliSound Flucht hat immer einen Grund,1500,2022
2022-10-24,Neumarkt - Augustusstraße -  Schlossplatz - Postplatz -  Wilsdruffer Str. - Neumarkt,"EINIGKEIT – für Recht, Frieden, Freiheit",1500,2022
2022-10-24,Alaunplatz -  Alaunstr. - Albertplatz - Augustusbrücke - Augustusstr.- Neumarkt,Kein Geburtstag den Faschist*innen,74,2022
2022-10-24,"Fritz-Förster-Platz, Bergstraße, Sankt Petersburger Straße, Pirnaischer Platz,  Frauenstr., Neumarkt",Kein Platz für Pegida,2000,2022
2022-10-24,"Bautzener Str. 130, Bautzener Str. 6",Bühlau geht Montags spazieren,150,2022
2022-10-24,Lingner Allee - Lennestraße- St. Petersburger Str. - Prager Str. Springbrunnen,"Montagsspaziergang ""Dresden vereint"" Frieden, Freiheit, Tradition, um gesellschaftliche Spaltung zu überwinden",1500,2022
2022-10-24,Neumarkt - Frauenstr. Wilsdruffer Str. - Neumarkt,Kein Platz für Rassismus,800,2022
2022-10-24,Ebertplatz - Freiberger Str. - Postplatz - Neumarkt,Gemeinsam gegen Pegida,50,2022
2022-10-26,Rathener Straße - Berthold Haupt Straße - Kastanienstraße –  Pirnaer Landstraße - Alte Straße - Rathener Straße,Demonstration für bezahlbare Energie und Frieden,120,2022
2022-10-26,"Bautzener Str., Höhe Artesischer Brunnen",Frauen#Leben#Freiheit,100,2022
2022-10-27,Olbrichtplatz Ecke Königsbrücker Str./Stauffenbergallee,Mahnwache für eine Reform des öffentlich-rechtlichen Rundfunks,50,2022
2022-10-28,Pieschener Allee - Ostraufer - Terrassenufer - Neumarkt - Wilsdruffer Str. - Postplatz,"Für Frieden, Freiheit Werbung für Großdemo am 29.10.22 und Anschluss an das Gesundheitswesen",300,2022
2022-10-28,Postplatz - Prager Str. -- St. Petersburger Str. -Budapester Straße - Postplatz,"Gesundheitswesen zeigt Gesicht für eine freie Impfentscheidung,
gegen gesellschaftliche Spaltung und für einen friedlichen Dialog
",500,2022
